"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
5.319773754E0,-5.376826525E-1,-6.775551319E0,-8.289146423E-1
5.324597661E0,-4.067125320E-1,-6.937034130E0,-7.782268524E-1
5.329421619E0,-2.190303504E-1,-6.849415779E0,-6.106576920E-1
5.334245525E0,-3.907689452E-1,-6.675910950E0,-5.056829453E-1
5.339069432E0,-5.342000127E-1,-6.531766415E0,-4.680576324E-1
5.343893390E0,-5.875805616E-1,-6.419494152E0,-3.830442429E-1
5.348717296E0,-6.301096082E-1,-6.341813087E0,-3.128776550E-1
5.353541254E0,-5.834956169E-1,-6.265457153E0,-2.862510681E-1
5.358365161E0,-5.197913647E-1,-6.138119221E0,-1.621074677E-1
5.363189067E0,-3.244951963E-1,-5.881843567E0,5.466365814E-2
5.368013025E0,-1.403430700E-1,-5.569308758E0,3.234033585E-1
5.372836932E0,-2.795053124E-1,-5.435347080E0,4.267787933E-1
5.377660838E0,-5.107835531E-1,-5.272098541E0,3.317298889E-1
5.382484796E0,-5.765584707E-1,-5.352037430E0,2.417125702E-1
5.387308702E0,-3.955583870E-1,-5.586348534E0,1.519412994E-1
5.392132609E0,-2.329505682E-1,-5.606861115E0,1.723451614E-1
5.396956567E0,-1.870247722E-2,-5.614899158E0,2.860469818E-1
5.401780473E0,-2.070949972E-2,-5.503343105E0,2.826318741E-1
5.406604432E0,-9.072460234E-2,-5.356346130E0,2.171936035E-1
5.411428338E0,-1.319333762E-1,-5.560819626E0,1.112966537E-1
5.416252244E0,-1.627269387E-1,-5.939023018E0,-1.234474182E-1
5.421076202E0,-1.566901654E-1,-6.077159882E0,-1.953353882E-1
5.425900109E0,-1.541292071E-1,-6.111708164E0,-1.738805771E-1
5.430724015E0,-1.740337312E-1,-6.169458389E0,-1.954011917E-1
5.435547973E0,-1.952089816E-1,-6.255098820E0,-2.024536133E-1
5.440371879E0,-2.016145587E-1,-6.332602501E0,-1.615514755E-1
5.445195786E0,-1.707297266E-1,-6.428130150E0,-1.635246277E-1
5.450019744E0,-1.069255471E-1,-6.691854477E0,-1.389865875E-1
5.454843650E0,-1.884685457E-1,-6.869970322E0,-1.333599091E-1
5.459667609E0,-3.484706283E-1,-6.668974876E0,-5.817699432E-2
5.464491515E0,-2.924768925E-1,-6.560295105E0,6.730747223E-2
5.469315421E0,-2.365082204E-1,-6.961495399E0,9.475326538E-2
5.474139379E0,-5.251680613E-1,-7.082799911E0,-6.824493408E-3
5.478963286E0,-7.023649812E-1,-6.948646545E0,-5.810642242E-2
5.483787192E0,-5.319566727E-1,-6.860484123E0,2.780914307E-3
5.488611150E0,-5.077912211E-1,-6.791974545E0,5.608177185E-2
5.493435057E0,-6.625565290E-1,-6.361227989E0,1.925897598E-1
5.498258963E0,-7.280790806E-1,-6.150959492E0,2.288999557E-1
5.503082921E0,-7.697314024E-1,-6.209208965E0,1.126298904E-1
5.507906827E0,-8.704071045E-1,-6.201399326E0,2.777099609E-2
5.512730786E0,-9.507697225E-1,-6.111474991E0,3.104019165E-2
5.517554692E0,-9.374513030E-1,-6.042125702E0,6.818771362E-4
5.522378598E0,-8.879634142E-1,-5.900722027E0,-2.503871918E-2
5.527202504E0,-8.708832860E-1,-5.685643673E0,1.334190369E-3
5.532026463E0,-8.137006164E-1,-5.525632858E0,3.436565399E-2
5.536850369E0,-7.159358859E-1,-5.382347584E0,4.321575165E-2
5.541674327E0,-5.086460710E-1,-5.310267925E0,-9.842872620E-3
5.546498234E0,-6.434189081E-1,-5.313279152E0,-1.027631760E-1
5.551322140E0,-5.555991530E-1,-5.174786568E0,-1.615610123E-1
5.556146098E0,-4.506210685E-1,-5.154600143E0,-2.648038864E-1
5.560970004E0,-3.517430425E-1,-5.545241833E0,-3.954496384E-1
5.565793911E0,-2.319555283E-1,-5.538801193E0,-5.128974915E-1
5.570617869E0,-1.877916455E-1,-5.231469154E0,-4.535017014E-1
5.575441775E0,-1.660481095E-1,-5.247338772E0,-4.678430557E-1
5.580265734E0,-1.401888132E-1,-5.604455948E0,-7.071075439E-1
5.585089640E0,-5.102562904E-2,-5.706478119E0,-7.968482971E-1
5.589913546E0,-2.010071278E-2,-5.624358654E0,-7.691202164E-1
5.594737504E0,2.172613144E-2,-5.601674557E0,-7.506170273E-1
5.599561411E0,7.607609034E-2,-5.645064831E0,-7.459888458E-1
5.604385317E0,1.443255544E-1,-5.637535095E0,-7.052783966E-1
5.609209275E0,1.095605493E-1,-5.631734848E0,-6.857166290E-1
5.614033182E0,5.990576744E-2,-5.731944084E0,-7.155752182E-1
5.618857140E0,3.775477409E-2,-5.979632854E0,-7.659196854E-1
5.623681046E0,4.221445322E-2,-6.053163528E0,-7.748889923E-1
5.628504952E0,1.497882605E-1,-5.776495457E0,-6.148433685E-1
5.633328859E0,2.602300644E-1,-5.824007988E0,-5.365447998E-1
5.638152817E0,2.979363203E-1,-6.069439888E0,-5.134553909E-1
5.642976671E0,3.071056604E-1,-6.079412937E0,-4.195966721E-1
5.647800682E0,3.484947681E-1,-5.903922558E0,-2.961626053E-1
5.652624588E0,5.154600739E-1,-5.772697449E0,-1.650266647E-1
5.657448494E0,3.403121233E-1,-5.645484924E0,-5.474662781E-2
5.662272452E0,1.946783066E-1,-5.508496284E0,2.065563202E-2
5.667096359E0,2.747811079E-1,-5.428733349E0,1.348791122E-1
5.671920317E0,4.451040030E-1,-5.351417065E0,2.138767242E-1
5.676744223E0,6.894365549E-1,-5.265074730E0,3.217744827E-1
5.681568129E0,5.036914349E-1,-5.231479645E0,3.945236206E-1
5.686392088E0,2.691798210E-1,-5.169936657E0,3.449754715E-1
5.691215994E0,3.859965801E-1,-4.933977127E0,3.712148666E-1
5.696039900E0,4.803858399E-1,-4.667946339E0,5.392560959E-1
5.700863859E0,5.702142119E-1,-4.777869225E0,5.040235519E-1
5.705687765E0,8.025671840E-1,-4.883337021E0,4.001007080E-1
5.710511671E0,8.307095170E-1,-5.048160076E0,3.753442764E-1
5.715335629E0,7.028650045E-1,-5.257385731E0,2.276296616E-1
5.720159536E0,6.633281708E-1,-5.296956539E0,1.384782791E-1
5.724983442E0,6.789890528E-1,-5.317876816E0,1.217746735E-1
5.729807400E0,6.360061169E-1,-5.317777157E0,5.839920044E-2
5.734631307E0,6.488957405E-1,-5.341817856E0,2.475833893E-2
5.739455213E0,6.886396408E-1,-5.444122791E0,2.305316925E-2
5.744279171E0,7.331409454E-1,-5.573999405E0,-2.764797211E-2
5.749103077E0,8.170065880E-1,-5.716698170E0,-4.393672943E-2
5.753927036E0,8.816479445E-1,-5.886052608E0,-3.570652008E-2
5.758750942E0,9.874855876E-1,-6.053094864E0,-2.230739594E-2
5.763574848E0,9.150804281E-1,-6.129833221E0,1.273536682E-2
5.768398807E0,7.746415734E-1,-6.100447178E0,2.410984039E-2
5.773222713E0,7.217866778E-1,-6.259655476E0,-9.552955627E-3
5.778046619E0,5.868455172E-1,-6.306641579E0,-8.320903778E-2
5.782870577E0,4.229831696E-1,-6.062300205E0,-1.616191864E-2
5.787694484E0,4.050823450E-1,-5.939455986E0,2.807617188E-3
5.792518442E0,4.590619802E-1,-6.052850246E0,-6.177234650E-2
5.797342348E0,4.364922047E-1,-6.153351784E0,-1.097068787E-1
5.802166254E0,4.107189178E-1,-6.172087193E0,-1.484508514E-1
5.806990161E0,3.910855055E-1,-6.055113792E0,-1.425619125E-1
5.811814119E0,4.147489071E-1,-5.945899010E0,-1.044387817E-1
5.816638025E0,4.901174307E-1,-5.903675079E0,-1.033124924E-1
5.821461984E0,4.883670807E-1,-5.863578796E0,-9.146213531E-2
5.826285890E0,4.770811796E-1,-5.849290848E0,-1.092119217E-1
5.831109796E0,4.478589296E-1,-5.763277531E0,-1.181392670E-1
5.835933754E0,4.968560934E-1,-5.478349686E0,-3.503799438E-2
5.840757661E0,5.724467039E-1,-5.340330601E0,-5.152702332E-3
5.845581567E0,5.992462635E-1,-5.433197498E0,-1.132841110E-1
5.850405525E0,5.619046688E-1,-5.538737297E0,-1.540498734E-1
5.855229432E0,6.179765463E-1,-5.820186615E0,-2.750577927E-1
5.860053338E0,6.279131174E-1,-5.801146984E0,-3.378295898E-1
5.864877192E0,6.390595436E-1,-5.614777088E0,-3.164701462E-1
5.869701202E0,6.694051027E-1,-5.480999470E0,-3.775863647E-1
5.874525161E0,7.709457874E-1,-5.446697235E0,-3.852825165E-1
5.879349067E0,8.506935835E-1,-5.764503956E0,-4.705314636E-1
5.884172973E0,8.264392614E-1,-6.046481133E0,-6.208066940E-1
5.888996932E0,7.832036018E-1,-6.086431980E0,-7.049674988E-1
5.893820838E0,7.711888552E-1,-6.099917412E0,-6.974935532E-1
5.898644744E0,8.089718819E-1,-6.122663975E0,-6.988792419E-1
5.903468702E0,8.245477676E-1,-6.185417652E0,-6.877870560E-1
5.908292609E0,8.720079660E-1,-6.304316998E0,-6.786842346E-1
5.913116567E0,8.580706716E-1,-6.336478710E0,-6.455478668E-1
5.917940473E0,8.374058008E-1,-6.311189651E0,-6.005105972E-1
5.922764379E0,7.717484236E-1,-6.307320595E0,-5.532255173E-1
5.927588338E0,7.484573126E-1,-6.436140537E0,-5.323047638E-1
5.932412244E0,7.632691860E-1,-6.516144753E0,-4.689340591E-1
5.937236150E0,7.601756454E-1,-6.578678608E0,-4.110898972E-1
5.942060109E0,7.264204025E-1,-6.628708839E0,-3.422613144E-1
5.946884015E0,6.829981804E-1,-6.657114029E0,-2.863559723E-1
5.951707921E0,6.296421885E-1,-6.671324253E0,-2.385644913E-1
5.956531879E0,5.592664480E-1,-6.484569073E0,-1.205120087E-1
5.961355786E0,5.382944345E-1,-6.319769382E0,-3.972053528E-3
5.966179692E0,6.107345819E-1,-6.262448311E0,8.963871002E-2
5.971003650E0,8.170136213E-1,-6.210010052E0,2.030496597E-1
5.975827557E0,7.885503769E-1,-6.164988518E0,3.100767136E-1
5.980651515E0,5.359818935E-1,-6.096916199E0,3.113489151E-1
5.985475421E0,4.063779712E-1,-6.008598804E0,3.289289474E-1
5.990299327E0,3.495941162E-1,-6.009626865E0,3.248186111E-1
5.995123286E0,3.750205636E-1,-5.973649502E0,3.562231064E-1
5.999947192E0,4.326225519E-1,-5.920310497E0,4.134168625E-1
6.004771098E0,5.484002829E-1,-5.892686844E0,4.511308670E-1
6.009595057E0,4.478043914E-1,-5.874122620E0,4.388113022E-1
6.014418963E0,3.026232719E-1,-5.859927177E0,4.078664780E-1
6.019242869E0,1.880078912E-1,-5.864305973E0,3.490552902E-1
6.024066827E0,1.921232939E-1,-5.877522469E0,2.697658539E-1
6.028890734E0,2.572247386E-1,-5.963495255E0,1.891441345E-1
6.033714692E0,2.833712697E-1,-6.002712250E0,1.261873245E-1
6.038538598E0,3.019517660E-1,-6.026401997E0,9.973430634E-2
6.043362504E0,2.941433191E-1,-6.060635567E0,6.676959991E-2
6.048186463E0,2.813060284E-1,-6.121669769E0,3.444385529E-2
6.053010369E0,2.372480631E-1,-6.211584091E0,7.486343384E-3
6.057834275E0,2.019521594E-1,-6.289560318E0,-3.317832947E-2
6.062658234E0,1.039312482E-1,-6.343547344E0,-8.981895447E-2
6.067482140E0,-9.615761042E-2,-6.361706257E0,-1.622438431E-1
6.072306046E0,-2.409141064E-1,-6.386929035E0,-2.408180237E-1
6.077130004E0,-6.921172142E-2,-6.281350613E0,-1.998672485E-1
6.081953911E0,2.316296101E-3,-6.266654968E0,-1.591243744E-1
6.086777817E0,-7.329738140E-2,-6.289678097E0,-1.874294281E-1
6.091601775E0,-1.131042242E-1,-6.295267105E0,-2.344703674E-1
6.096425682E0,-1.283992529E-1,-6.392363071E0,-2.788906097E-1
6.101249640E0,-1.134887934E-1,-6.399719715E0,-3.018732071E-1
6.106073546E0,-1.686936617E-1,-6.282495499E0,-3.416271210E-1
6.110897452E0,-2.058562040E-1,-6.148538113E0,-3.102550507E-1
6.115721411E0,-2.017465830E-1,-6.017067432E0,-2.914533615E-1
6.120545317E0,-2.134619951E-1,-5.911938667E0,-2.684879303E-1
6.125369223E0,-1.980696917E-1,-5.847020626E0,-2.651166916E-1
6.130193182E0,-1.818739176E-1,-5.824408054E0,-2.882909775E-1
6.135017088E0,-9.846270084E-2,-5.789159775E0,-2.832098007E-1
6.139840994E0,-7.424950600E-3,-5.738917351E0,-2.927780151E-1
6.144664900E0,3.958690166E-2,-5.695125580E0,-2.978096008E-1
6.149488859E0,-2.430891991E-2,-5.437506676E0,-2.388572693E-1
6.154312817E0,-4.758274555E-2,-5.219683647E0,-1.898975372E-1
6.159136723E0,7.367777824E-2,-5.460932255E0,-3.003349304E-1
6.163960629E0,1.798657179E-1,-5.670505047E0,-4.074239731E-1
6.168784536E0,1.492487788E-1,-5.519117355E0,-4.351310730E-1
6.173608494E0,1.098696589E-1,-5.264154911E0,-3.436927795E-1
6.178432400E0,1.853705049E-1,-5.288403034E0,-3.405313492E-1
6.183256359E0,2.608258128E-1,-5.679212570E0,-4.984722137E-1
6.188080265E0,3.104536533E-1,-5.721746445E0,-5.243034363E-1
6.192904171E0,3.561179042E-1,-5.661090374E0,-4.784364700E-1
6.197728129E0,4.031248093E-1,-5.588486195E0,-4.468545914E-1
6.202552036E0,3.811082244E-1,-5.497189045E0,-4.127597809E-1
6.207375942E0,4.165247381E-1,-5.499011517E0,-3.975114822E-1
6.212199900E0,4.278487563E-1,-5.583616734E0,-3.867330551E-1
6.217023807E0,4.338712990E-1,-5.750258446E0,-3.875198364E-1
6.221847765E0,4.460346699E-1,-5.945841789E0,-4.069108963E-1
6.226671671E0,4.820907712E-1,-6.115431786E0,-4.139900208E-1
6.231495577E0,4.653583765E-1,-5.998733521E0,-2.689266205E-1
6.236319536E0,4.688550234E-1,-5.802623749E0,-1.154613495E-1
6.241143442E0,5.291291475E-1,-5.871975422E0,-5.582237244E-2
6.245967348E0,6.209979653E-1,-5.948393345E0,-1.341724396E-2
6.250791307E0,5.095133185E-1,-5.802023411E0,6.172370911E-2
6.255615161E0,3.604535460E-1,-5.684076309E0,1.242694855E-1
6.260439119E0,3.188079596E-1,-5.706055641E0,1.221065521E-1
6.265263077E0,3.074098229E-1,-5.698367119E0,1.197910309E-1
6.270086984E0,2.876157761E-1,-5.692273617E0,1.457347870E-1
6.274910890E0,2.970426083E-1,-5.721008778E0,1.640491486E-1
6.279734848E0,2.663968205E-1,-5.682360649E0,2.079668045E-1
6.284558754E0,2.502868176E-1,-5.681313992E0,2.274045944E-1
6.289382713E0,2.578558922E-1,-5.622886658E0,2.367467880E-1
6.294206619E0,2.485365868E-1,-5.588312626E0,2.645444870E-1
6.299030525E0,2.226210833E-1,-5.544116497E0,2.893085480E-1
6.303854484E0,2.110984325E-1,-5.542743683E0,2.778406143E-1
6.308678390E0,2.234418392E-1,-5.512544155E0,2.684354782E-1
6.313502296E0,2.477986813E-1,-5.477643967E0,2.658491135E-1
6.318326254E0,1.941549778E-1,-5.478309155E0,2.629642487E-1
6.323150161E0,2.129058838E-1,-5.459702015E0,2.598285675E-1
6.327974067E0,2.539460659E-1,-5.419563293E0,2.541370392E-1
6.332798025E0,2.699608803E-1,-5.436319828E0,2.317380905E-1
6.337621932E0,2.851731777E-1,-5.461947918E0,1.999549866E-1
6.342445838E0,2.553684711E-1,-5.441588879E0,1.400222778E-1
6.347269796E0,1.632246971E-1,-5.453829765E0,4.999542236E-2
6.352093702E0,2.955305576E-2,-5.398643017E0,-1.036357880E-2
6.356917661E0,2.215660810E-1,-5.359488964E0,-4.376602173E-2
6.361741567E0,3.585536480E-1,-5.454523563E0,-3.388500214E-2
6.366565473E0,3.938348293E-1,-5.549483776E0,-9.966850281E-2
6.371389432E0,2.958691120E-1,-5.598893166E0,-2.118806839E-1
6.376213338E0,1.899225712E-1,-5.638586998E0,-2.940902710E-1
6.381037244E0,2.461636066E-1,-5.599600792E0,-3.086614609E-1
6.385861202E0,3.506321907E-1,-5.645791054E0,-3.203477859E-1
6.390685109E0,2.679489851E-1,-5.785577297E0,-4.644317627E-1
6.395509067E0,1.374031305E-1,-5.884874344E0,-5.760717392E-1
6.400332973E0,1.651558876E-1,-5.922393799E0,-6.200447083E-1
6.405156879E0,2.491269112E-1,-5.884288788E0,-6.018342972E-1
6.409980838E0,3.402341604E-1,-5.823455334E0,-5.506210327E-1
6.414804744E0,3.806860447E-1,-5.818292141E0,-5.071525574E-1
6.419628650E0,4.249554873E-1,-5.782884598E0,-4.833335876E-1
6.424452609E0,3.921440840E-1,-5.734172821E0,-4.505796432E-1
6.429276515E0,4.038325548E-1,-5.736230373E0,-4.469566345E-1
6.434100369E0,4.166476727E-1,-5.731782913E0,-4.461812973E-1
6.438924379E0,4.519592524E-1,-5.647403240E0,-4.055328369E-1
6.443748286E0,4.575389624E-1,-5.633187771E0,-3.846406937E-1
6.448572192E0,4.385970831E-1,-5.629317284E0,-3.785638809E-1
6.453396150E0,4.715195298E-1,-5.566990376E0,-3.491811752E-1
6.458220057E0,5.065814257E-1,-5.517936230E0,-3.203344345E-1
6.463044015E0,5.822093487E-1,-5.453874111E0,-2.682170868E-1
6.467867921E0,6.531536579E-1,-5.436631203E0,-2.333297729E-1
6.472691827E0,7.411994934E-1,-5.461260319E0,-1.893711090E-1
6.477515786E0,7.971172333E-1,-5.423303604E0,-1.173334122E-1
6.482339692E0,7.702311277E-1,-5.439645290E0,-1.549072266E-1
6.487163598E0,7.216883898E-1,-5.438779831E0,-1.634178162E-1
6.491987557E0,7.114995718E-1,-5.335776806E0,-1.217050552E-1
6.496811463E0,7.207888365E-1,-5.357003689E0,-9.658432007E-2
6.501635369E0,6.242265701E-1,-5.624518871E0,-1.922616959E-1
6.506459327E0,6.411827803E-1,-5.780198097E0,-2.558641434E-1
6.511283234E0,6.377661824E-1,-5.782298088E0,-2.378520966E-1
6.516107192E0,6.565854549E-1,-5.810231209E0,-1.982679367E-1
6.520931098E0,7.039846182E-1,-5.837723732E0,-1.539773941E-1
6.525755004E0,7.577788830E-1,-5.890941620E0,-1.074657440E-1
6.530578911E0,7.579524517E-1,-5.979131222E0,-8.018398285E-2
6.535402869E0,6.975839138E-1,-6.047542095E0,-6.963539124E-2
6.540226775E0,6.547520161E-1,-5.980264664E0,7.277488708E-3
6.545050734E0,6.497312784E-1,-5.989777088E0,7.395362854E-2
6.549874640E0,6.506826878E-1,-6.077840805E0,8.530807495E-2
6.554698546E0,5.600521564E-1,-6.087330818E0,1.248207092E-1
6.559522504E0,4.875252247E-1,-5.952763081E0,1.969623566E-1
6.564346411E0,4.777113795E-1,-5.908062458E0,2.444763184E-1
6.569170317E0,3.829637766E-1,-5.878984928E0,2.509593964E-1
6.573994275E0,3.368371129E-1,-5.848905087E0,2.618350983E-1
6.578818182E0,3.553816080E-1,-5.839287281E0,2.746810913E-1
6.583642140E0,3.051410913E-1,-5.788267612E0,2.799921036E-1
6.588466046E0,2.746671438E-1,-5.760394573E0,2.778625488E-1
6.593289952E0,2.736722827E-1,-5.696157932E0,2.802753448E-1
6.598113911E0,2.497617602E-1,-5.631501675E0,2.990808487E-1
6.602937817E0,2.014214993E-1,-5.587718487E0,2.630538940E-1
6.607761723E0,1.958568096E-1,-5.552699089E0,1.988315582E-1
6.612585682E0,1.740450263E-1,-5.545287609E0,1.470766068E-1
6.617409588E0,1.554608345E-1,-5.517636299E0,1.006164551E-1
6.622233494E0,1.949790716E-1,-5.557557106E0,4.522132874E-2
6.627057452E0,2.685415745E-1,-5.616698742E0,-9.522438049E-3
6.631881359E0,2.977080941E-1,-5.628443241E0,-3.275299072E-2
6.636705265E0,2.735158205E-1,-5.668807983E0,-8.877944946E-2
6.641529223E0,2.770687342E-1,-5.756417751E0,-1.322450638E-1
6.646353129E0,2.183785439E-1,-5.779159546E0,-1.655893326E-1
6.651177088E0,2.449549437E-1,-5.784757614E0,-2.173814774E-1
6.656000994E0,1.808094978E-1,-5.792151451E0,-2.803173065E-1
6.660824900E0,9.120774269E-2,-5.841383457E0,-3.684940338E-1
6.665648859E0,1.345295310E-1,-5.865576744E0,-3.821344376E-1
6.670472765E0,1.904036999E-1,-5.857707500E0,-3.812522888E-1
6.675296671E0,1.871238947E-1,-5.891242981E0,-4.395761490E-1
6.680120629E0,1.576401591E-1,-5.960842133E0,-4.855184555E-1
6.684944536E0,1.749905944E-1,-5.907155991E0,-4.575815201E-1
6.689768442E0,1.883434653E-1,-5.821380615E0,-4.418811798E-1
6.694592400E0,1.998026371E-1,-5.810540676E0,-4.739522934E-1
6.699416307E0,2.115164399E-1,-5.805013180E0,-4.798688889E-1
6.704240265E0,2.164796591E-1,-5.755008698E0,-4.693355560E-1
6.709064171E0,2.384241819E-1,-5.689450741E0,-4.638595581E-1
6.713888077E0,2.371276617E-1,-5.637064934E0,-4.230289459E-1
6.718712036E0,2.414258718E-1,-5.593124866E0,-4.111928940E-1
6.723535942E0,3.130770922E-1,-5.505342484E0,-3.830070496E-1
6.728359848E0,3.475484848E-1,-5.450368404E0,-3.172101974E-1
6.733183807E0,4.144271612E-1,-5.430368900E0,-2.852478027E-1
6.738007713E0,4.216080308E-1,-5.433364868E0,-2.748985291E-1
6.742831619E0,3.752733469E-1,-5.473416805E0,-3.048706055E-1
6.747655577E0,4.587198496E-1,-5.446064472E0,-2.609243393E-1
6.752479484E0,4.909491539E-1,-5.435074806E0,-2.385511398E-1
6.757303390E0,4.724627137E-1,-5.449753284E0,-2.280769348E-1
6.762127348E0,4.326790571E-1,-5.501880646E0,-2.317266464E-1
6.766951254E0,4.288485050E-1,-5.572044373E0,-2.612352371E-1
6.771775213E0,4.628959894E-1,-5.645833015E0,-2.642002106E-1
6.776599119E0,4.749431610E-1,-5.713745117E0,-2.788333893E-1
6.781423025E0,4.982129335E-1,-5.775864601E0,-2.433662415E-1
6.786246984E0,4.685252309E-1,-5.732914448E0,-2.009344101E-1
6.791070890E0,4.125202894E-1,-5.640520096E0,-1.468420029E-1
6.795894796E0,4.535089731E-1,-5.639297009E0,-9.782695770E-2
6.800718754E0,4.738754034E-1,-5.626523495E0,-6.339168549E-2
6.805542661E0,5.112103224E-1,-5.723387241E0,-4.110431671E-2
6.810366567E0,5.174742937E-1,-5.810432434E0,-9.557723999E-3
6.815190525E0,5.325424671E-1,-5.755092144E0,6.429767609E-2
6.820014379E0,4.447571635E-1,-5.653813362E0,1.516122818E-1
6.824838338E0,4.276654720E-1,-5.644854546E0,1.786460876E-1
6.829662296E0,3.784377575E-1,-5.696456909E0,1.791009903E-1
6.834486202E0,3.234924078E-1,-5.751263618E0,1.698064804E-1
6.839310161E0,3.079230785E-1,-5.764266491E0,1.603212357E-1
6.844134067E0,2.697927952E-1,-5.712119102E0,1.862487793E-1
6.848957973E0,2.521955967E-1,-5.567153454E0,2.378129959E-1
6.853781932E0,2.715525627E-1,-5.515398502E0,2.673416138E-1
6.858605838E0,2.517488003E-1,-5.506245613E0,2.679214478E-1
6.863429744E0,2.574089766E-1,-5.472956181E0,2.493133545E-1
6.868253702E0,2.599406242E-1,-5.458541393E0,2.401704788E-1
6.873077609E0,2.455384135E-1,-5.424781799E0,2.475938797E-1
6.877901515E0,2.359717488E-1,-5.386125088E0,2.287759781E-1
6.882725473E0,2.173231840E-1,-5.347428322E0,2.219543457E-1
6.887549379E0,1.854284406E-1,-5.296744823E0,2.152423859E-1
6.892373338E0,1.174381971E-1,-5.286212444E0,1.494321823E-1
6.897197244E0,7.805466652E-2,-5.317635536E0,5.593109131E-2
6.902021150E0,2.479803562E-2,-5.364285469E0,-2.460765839E-2
6.906845109E0,1.067258120E-1,-5.404439926E0,-9.708023071E-2
6.911669015E0,1.446586847E-1,-5.482891560E0,-1.378059387E-1
6.916492921E0,1.483156681E-1,-5.485103607E0,-1.873846054E-1
6.921316879E0,2.004708052E-1,-5.520758152E0,-2.078332901E-1
6.926140786E0,2.313059568E-1,-5.665056705E0,-2.872419357E-1
6.930964692E0,2.335120440E-1,-5.710381031E0,-3.610973358E-1
6.935788650E0,2.378717661E-1,-5.657447338E0,-3.535537720E-1
6.940612557E0,2.228471041E-1,-5.599487305E0,-3.554811478E-1
6.945436515E0,1.437038183E-1,-5.586251259E0,-3.786401749E-1
6.950260421E0,-7.846355438E-3,-5.624439240E0,-4.370098114E-1
6.955084327E0,1.282579899E-1,-5.549886703E0,-4.118175507E-1
6.959908286E0,2.872807980E-1,-5.519964218E0,-3.775014877E-1
6.964732192E0,2.791554928E-1,-5.498667240E0,-3.768663406E-1
6.969556098E0,3.019490242E-1,-5.471678734E0,-3.622303009E-1
6.974380057E0,3.173899651E-1,-5.443806171E0,-3.550796509E-1
6.979203963E0,3.160642385E-1,-5.443455219E0,-3.506155014E-1
6.984027869E0,3.264974356E-1,-5.465568542E0,-3.654451370E-1
6.988851827E0,3.488018513E-1,-5.443700314E0,-3.495588303E-1
6.993675734E0,3.426390886E-1,-5.444599152E0,-3.293046951E-1
6.998499692E0,3.560191989E-1,-5.441946030E0,-3.379011154E-1
7.003323598E0,3.866597414E-1,-5.442969799E0,-3.252449036E-1
7.008147504E0,3.776649237E-1,-5.445322514E0,-3.152179718E-1
7.012971463E0,3.795582056E-1,-5.446724892E0,-3.219928741E-1
7.017795317E0,4.350311756E-1,-5.364235401E0,-2.481355667E-1
7.022619275E0,4.965277910E-1,-5.267565727E0,-1.915588379E-1
7.027443234E0,5.359723568E-1,-5.142905712E0,-1.496963501E-1
7.032267140E0,5.305380821E-1,-5.099682808E0,-1.389408112E-1
7.037091046E0,5.716055632E-1,-5.194312096E0,-1.802902222E-1
7.041915004E0,6.000329256E-1,-5.254619122E0,-1.783323288E-1
7.046738911E0,6.305476427E-1,-5.295277119E0,-1.879701614E-1
7.051562817E0,6.492083669E-1,-5.344940662E0,-1.948385239E-1
7.056386775E0,6.707248092E-1,-5.358550072E0,-1.704530716E-1
7.061210629E0,6.240061522E-1,-5.433631897E0,-1.720104218E-1
7.066034640E0,6.140907407E-1,-5.538975239E0,-1.945476532E-1
7.070858546E0,5.550822616E-1,-5.614946365E0,-1.643447876E-1
7.075682452E0,5.513035059E-1,-5.654676437E0,-1.483430862E-1
7.080506411E0,5.871145725E-1,-5.672749996E0,-1.085662842E-1
7.085330317E0,6.231784821E-1,-5.700224876E0,-7.855606079E-2
7.090154223E0,5.429410934E-1,-5.739311218E0,-6.538295746E-2
7.094978182E0,4.398127794E-1,-5.707023621E0,-5.231189728E-2
7.099802088E0,4.369725585E-1,-5.680066586E0,-1.804065704E-2
7.104625994E0,4.711079597E-1,-5.627755642E0,4.189872742E-2
7.109449952E0,4.889073372E-1,-5.635729313E0,8.447551727E-2
7.114273859E0,5.205481052E-1,-5.698768139E0,1.215896606E-1
7.119097765E0,5.369215608E-1,-5.733325005E0,1.460981369E-1
7.123921723E0,4.080331326E-1,-5.618964672E0,1.961078644E-1
7.128745629E0,3.321253061E-1,-5.489991665E0,2.239599228E-1
7.133569588E0,3.183531761E-1,-5.451032639E0,2.369794846E-1
7.138393494E0,3.092646599E-1,-5.404044151E0,2.424230576E-1
7.143217400E0,3.073820472E-1,-5.413229942E0,2.261505127E-1
7.148041359E0,2.823258042E-1,-5.361753464E0,2.168989182E-1
7.152865265E0,2.443490028E-1,-5.309534073E0,1.980819702E-1
7.157689171E0,2.606490850E-1,-5.308709621E0,1.580114365E-1
7.162513129E0,2.105519772E-1,-5.204673767E0,1.539192200E-1
7.167337036E0,1.687760353E-1,-5.154847145E0,1.357622147E-1
7.172160942E0,2.348775864E-1,-5.267634392E0,3.959941864E-2
7.176984900E0,2.987579703E-1,-5.327885628E0,-3.410339355E-3
7.181808807E0,2.918854952E-1,-5.343092442E0,-2.215290070E-2
7.186632765E0,2.887448072E-1,-5.372807026E0,-5.237770081E-2
