"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.413795870E1,7.212302089E-2,-1.493971646E-1,-1.972198486E-3
3.414278266E1,8.556300402E-2,-1.335942596E-1,-9.132385254E-3
3.414760662E1,8.467128873E-2,-1.297754049E-1,3.795623779E-4
3.415243052E1,7.668668032E-2,-1.235759705E-1,7.441520691E-3
3.415725448E1,6.638324261E-2,-1.245924681E-1,2.050399780E-4
3.416207844E1,6.095713377E-2,-1.374837160E-1,-1.171493530E-2
3.416690235E1,8.881604671E-2,-1.098636687E-1,1.945495605E-4
3.417172631E1,6.191158295E-2,-1.204575300E-1,-2.228736877E-3
3.417655026E1,8.748134971E-2,-1.238081753E-1,-1.649475098E-2
3.418137422E1,6.782957911E-2,-1.199455410E-1,-9.282112122E-3
3.418619818E1,8.644163609E-2,-1.327477247E-1,-9.242057800E-3
3.419102209E1,5.502936244E-2,-1.453772783E-1,-9.202957153E-3
3.419584605E1,6.195259094E-2,-1.175867915E-1,-1.627922058E-2
3.420067000E1,5.697047710E-2,-1.303304732E-1,-4.312515259E-3
3.420549396E1,6.151425838E-2,-1.334168762E-1,-2.091884613E-2
3.421031787E1,5.171647668E-2,-1.459922343E-1,-1.365947723E-2
3.421514183E1,4.908213019E-2,-1.251204908E-1,-6.460189819E-3
3.421996579E1,6.067186594E-2,-1.328947842E-1,5.422592163E-3
3.422478974E1,5.783379078E-2,-1.263021827E-1,5.960464478E-4
3.422961365E1,5.486583710E-2,-1.291870922E-1,-6.566047668E-3
3.423443761E1,5.654853582E-2,-1.154029369E-1,-8.928298950E-3
3.423926157E1,7.707813382E-2,-1.254530400E-1,2.964019775E-3
3.424408552E1,7.124280930E-2,-1.234851182E-1,2.890586853E-3
3.424890948E1,5.115488172E-2,-1.287253350E-1,4.396438599E-4
3.425373339E1,5.727210641E-2,-1.125246882E-1,-9.108543396E-3
3.425855735E1,4.437705874E-2,-1.035645604E-1,9.897232056E-3
3.426338131E1,6.954988837E-2,-1.183702797E-1,-4.474639893E-3
3.426820526E1,6.843516231E-2,-1.164593995E-1,2.630233765E-3
3.427302917E1,7.692977786E-2,-1.050010026E-1,1.897811890E-4
3.427785313E1,6.630858779E-2,-1.221321821E-1,-9.351730347E-3
3.428267709E1,5.351099372E-2,-1.274146736E-1,-4.576683044E-3
3.428750105E1,7.646527886E-2,-1.087992340E-1,2.536773682E-3
3.429232495E1,8.269768953E-2,-1.141136140E-1,-2.271652222E-3
3.429714891E1,7.949495316E-2,-9.329937398E-2,8.201599121E-5
3.430197287E1,6.693455577E-2,-1.201359332E-1,1.191139221E-2
3.430679683E1,8.060401678E-2,-1.158660501E-1,1.177978516E-2
3.431162073E1,7.757005095E-2,-1.235424727E-1,2.157211304E-3
3.431644469E1,9.130915999E-2,-1.121633500E-1,1.160335541E-2
3.432126865E1,6.690484285E-2,-1.104233414E-1,-2.761840820E-3
3.432609261E1,8.080670238E-2,-1.063478291E-1,-1.225662231E-2
3.433091652E1,6.376543641E-2,-1.023280770E-1,-1.455497742E-2
3.433574047E1,5.863457918E-2,-1.172600836E-1,-1.920795441E-2
3.434056443E1,5.597093701E-2,-1.036467403E-1,-9.584426880E-3
3.434538839E1,6.266736984E-2,-9.960243106E-2,2.326965332E-3
3.435021230E1,5.274772644E-2,-1.051356494E-1,-4.842758179E-3
3.435503625E1,5.227869749E-2,-1.082441807E-1,7.027626038E-3
3.435986021E1,5.412021279E-2,-1.112902015E-1,-4.933357239E-3
3.436468417E1,6.056758761E-2,-1.356850863E-1,-7.306098938E-3
3.436950813E1,5.497652292E-2,-1.242461652E-1,-7.289886475E-3
3.437433204E1,7.069620490E-2,-1.294749379E-1,2.216339111E-3
3.437915599E1,7.186889648E-2,-1.038580090E-1,-4.974365234E-3
3.438397995E1,7.059273124E-2,-1.021975577E-1,-1.210594177E-2
3.438880386E1,7.866612077E-2,-1.194608212E-1,-4.946708679E-3
3.439362777E1,5.101528764E-2,-1.199826598E-1,-2.593040466E-3
3.439845178E1,4.731690884E-2,-1.228865534E-1,-9.752273560E-3
3.440327573E1,4.355752468E-2,-1.210070550E-1,-2.431869507E-4
3.440809969E1,4.697024822E-2,-1.049480438E-1,-5.051612854E-3
3.441292360E1,4.806008935E-2,-1.032160074E-1,-7.441520691E-3
3.441774756E1,5.865380168E-2,-8.967790008E-2,-5.067825317E-3
3.442257152E1,5.502945185E-2,-1.022545397E-1,-3.337860107E-4
3.442739547E1,5.634632707E-2,-1.172299683E-1,-3.843307495E-4
3.443221938E1,6.728160381E-2,-1.154602170E-1,4.318237305E-3
3.443704334E1,6.636911631E-2,-1.184680313E-1,-1.948928833E-2
3.444186730E1,8.212539554E-2,-1.237848103E-1,-9.876251221E-3
3.444669125E1,6.695404649E-2,-1.290455610E-1,-7.459640503E-3
3.445151516E1,6.382584572E-2,-1.176143587E-1,-5.060195923E-3
3.445633912E1,5.368614197E-2,-1.062710434E-1,-7.423400879E-3
3.446116308E1,5.542966723E-2,-9.975892305E-2,-2.400684357E-2
3.446598698E1,5.495235324E-2,-1.051302850E-1,-1.909065247E-2
3.447081094E1,5.916136503E-2,-1.080209613E-1,-1.658916473E-2
3.447563490E1,4.197156429E-2,-1.037291884E-1,-1.885414124E-2
3.448045886E1,5.816987157E-2,-1.018132567E-1,-2.113342285E-3
3.448528282E1,5.524450541E-2,-9.281657636E-2,-1.161670685E-2
3.449010678E1,4.519009590E-2,-9.563709795E-2,-2.103805542E-2
3.449493068E1,5.413866043E-2,-9.133593738E-2,-2.089118958E-2
3.449975464E1,4.868385196E-2,-9.180942178E-2,-1.837730408E-2
3.450457860E1,6.453797221E-2,-9.461376071E-2,7.843971252E-3
3.450940250E1,4.689124227E-2,-8.549168706E-2,2.995491028E-3
3.451422646E1,5.062621832E-2,-1.073104143E-1,-6.562232971E-3
3.451905042E1,5.901524425E-2,-1.098957956E-1,-1.366901398E-2
3.452387438E1,5.775293708E-2,-1.171915084E-1,-1.735687256E-3
3.452869834E1,6.121513247E-2,-1.102324575E-1,5.350112915E-3
3.453352224E1,5.275264382E-2,-1.102917790E-1,-4.230499268E-3
3.453834620E1,5.139254034E-2,-1.150554568E-1,-8.986473083E-3
3.454317016E1,4.280805588E-2,-1.008385569E-1,-8.962631226E-3
3.454799412E1,4.864580929E-2,-1.176319420E-1,5.559921265E-4
3.455281802E1,5.923573673E-2,-9.155812860E-2,5.252838135E-3
3.455764198E1,4.380545020E-2,-1.107727885E-1,-9.067535400E-3
3.456246594E1,5.943557620E-2,-9.893913567E-2,-3.038501740E-2
3.456728990E1,6.318429112E-2,-1.038029343E-1,-1.355457306E-2
3.457211381E1,5.995318294E-2,-1.157615632E-1,-1.109695435E-2
3.457693777E1,7.816153765E-2,-1.300133765E-1,1.744270325E-2
3.458176172E1,7.263433933E-2,-1.084290445E-1,6.675720215E-4
3.458658568E1,4.339408875E-2,-9.422047436E-2,1.013088226E-2
3.459140959E1,6.193986535E-2,-8.958768845E-2,5.281448364E-3
3.459623349E1,6.360168755E-2,-1.040250510E-1,5.213737488E-3
3.460105750E1,6.293429434E-2,-1.040991843E-1,7.521629333E-3
3.460588146E1,7.170343399E-2,-1.065360010E-1,3.156661987E-4
3.461070542E1,6.375762820E-2,-1.161180586E-1,2.880096436E-4
3.461552933E1,7.008630037E-2,-1.019132882E-1,7.377624512E-3
3.462035329E1,5.494606495E-2,-9.256306291E-2,-2.202987671E-3
3.462517724E1,4.701840878E-2,-1.023514569E-1,-1.170635223E-2
3.463000120E1,4.858759046E-2,-8.594796062E-2,2.595901489E-3
3.463482511E1,4.293327034E-2,-8.625131845E-2,4.913330078E-3
3.463964907E1,6.108149886E-2,-9.843848646E-2,-2.279281616E-3
3.464447302E1,4.570889473E-2,-1.153139621E-1,4.819869995E-3
3.464929698E1,4.472830892E-2,-1.106821448E-1,2.370834351E-3
3.465412089E1,4.849985242E-2,-9.418600798E-2,-2.430915833E-3
3.465894485E1,4.974822700E-2,-1.063196361E-1,2.295494080E-3
3.466376881E1,5.329817533E-2,-1.065035909E-1,-1.392364502E-4
3.466859276E1,5.432683229E-2,-9.720934927E-2,9.308815002E-3
3.467341667E1,4.347917438E-2,-1.141677052E-1,9.184837341E-3
3.467824063E1,6.356692314E-2,-9.775221348E-2,-7.548332214E-3
3.468306459E1,5.495029688E-2,-1.075884849E-1,1.856803894E-2
3.468788855E1,3.216469288E-2,-1.030909866E-1,-5.363464355E-3
3.469271250E1,6.188420951E-2,-8.675430715E-2,-5.364418030E-3
3.469753641E1,6.053219736E-2,-1.061324179E-1,-7.735252380E-3
3.470236037E1,6.882420182E-2,-1.158156246E-1,-1.957416534E-2
3.470718433E1,6.277829409E-2,-9.933161736E-2,-1.233196259E-2
3.471200823E1,5.452299118E-2,-8.297413588E-2,-9.893417358E-3
3.471683214E1,6.768627465E-2,-8.572272956E-2,-1.221847534E-2
3.472165615E1,5.935153365E-2,-8.603520691E-2,-1.215362549E-2
3.472648011E1,6.540572643E-2,-8.161590993E-2,-2.212524414E-4
3.473130407E1,6.197205186E-2,-9.614834189E-2,-7.369995117E-3
3.473612797E1,6.565500796E-2,-9.150885046E-2,-2.212524414E-4
3.474095193E1,4.328930378E-2,-1.082522273E-1,-1.211071014E-2
3.474577589E1,5.916148424E-2,-8.928327262E-2,-1.203632355E-2
3.475059985E1,5.351442099E-2,-1.107155234E-1,-2.619934082E-2
3.475542381E1,7.169929147E-2,-9.161907434E-2,-2.363204956E-2
3.476024771E1,3.993079066E-2,-6.787000597E-2,-1.633739471E-2
3.476507167E1,4.644852877E-2,-1.012032628E-1,-1.983642578E-3
3.476989563E1,3.876107931E-2,-1.081493497E-1,-9.104728699E-3
3.477471959E1,7.385070622E-2,-1.150028557E-1,-1.853656769E-2
3.477954349E1,5.870415270E-2,-9.322915971E-2,-1.788139343E-3
3.478436745E1,5.077417195E-2,-9.298354387E-2,5.817413330E-4
3.478919141E1,6.661085784E-2,-9.273105860E-2,-4.187583923E-3
3.479401537E1,3.245851398E-2,-9.481658041E-2,-1.796722412E-3
3.479883928E1,3.652967513E-2,-9.450455010E-2,1.243591309E-2
3.480366323E1,4.760025442E-2,-9.415744245E-2,2.820968628E-3
3.480848719E1,4.425707459E-2,-8.674339950E-2,-6.716728210E-3
3.481331115E1,4.797381163E-2,-8.884224296E-2,5.178451538E-3
3.481813506E1,3.968119621E-2,-7.907672226E-2,2.735137939E-3
3.482295902E1,3.614702821E-2,-5.986149609E-2,-2.061843872E-3
3.482778292E1,5.631174147E-2,-6.932562590E-2,-6.820678711E-3
3.483260693E1,6.198506057E-2,-8.816057444E-2,-6.794929504E-3
3.483743089E1,5.334697664E-2,-8.789919317E-2,-9.143829346E-3
3.484225480E1,4.949864745E-2,-8.994026482E-2,-4.355430603E-3
3.484707875E1,4.325321317E-2,-9.435105324E-2,2.767562866E-3
3.485190271E1,3.946419060E-2,-9.636774659E-2,1.932144165E-2
3.485672667E1,4.520082474E-2,-8.414636552E-2,-6.975173950E-3
3.486155058E1,4.620158672E-2,-8.865082264E-2,9.660720825E-3
3.486637454E1,4.244877398E-2,-9.078846872E-2,4.803657532E-3
3.487119849E1,3.875885904E-2,-1.023888141E-1,-4.758834839E-3
3.487602245E1,6.366285682E-2,-9.729890525E-2,-2.375602722E-3
3.488084641E1,5.525466800E-2,-9.226588905E-2,4.734039307E-3
3.488567032E1,6.118431687E-2,-9.438225627E-2,-7.629394531E-5
3.489049428E1,5.997537076E-2,-8.225990832E-2,-1.020431519E-4
3.489531823E1,5.180341005E-2,-7.974904776E-2,4.622459412E-3
3.490014214E1,3.669552505E-2,-1.010067463E-1,4.563331604E-3
3.490496605E1,4.787300527E-2,-7.939551771E-2,-7.357597351E-3
3.490979006E1,6.619171798E-2,-8.400142193E-2,4.551887512E-3
3.491461402E1,5.831357837E-2,-1.075720936E-1,-7.365226746E-3
3.491943792E1,6.002297997E-2,-9.768933058E-2,-1.680850983E-2
3.492426188E1,5.228602886E-2,-8.310744166E-2,-4.817962646E-3
3.492908584E1,5.176161230E-2,-9.482939541E-2,-9.535789490E-3
3.493390980E1,4.412400723E-2,-8.740718663E-2,-2.348899841E-3
3.493873375E1,5.313244462E-2,-9.665162861E-2,1.189517975E-2
3.494355766E1,6.921486557E-2,-1.034690440E-1,4.665374756E-3
3.494838162E1,6.375098228E-2,-9.123878181E-2,1.410484314E-2
3.495320558E1,4.644055665E-2,-1.052049249E-1,-5.008697510E-3
3.495802954E1,5.297577381E-2,-1.048682928E-1,6.881713867E-3
3.496285344E1,4.999464750E-2,-5.938403308E-2,-9.799957275E-3
3.496767740E1,3.757591546E-2,-7.834178209E-2,-1.922225952E-2
3.497250136E1,4.893307388E-2,-9.233337641E-2,-1.670074463E-2
3.497732532E1,4.590140283E-2,-7.300902903E-2,-2.338409424E-3
3.498214928E1,2.385634184E-2,-1.012982875E-1,-1.182460785E-2
3.498697318E1,3.035511076E-2,-8.423033357E-2,-2.360725403E-2
3.499179714E1,5.100920796E-2,-9.577137232E-2,-1.393508911E-2
3.499662110E1,2.646672726E-2,-6.683988869E-2,2.778053284E-3
3.500144506E1,5.905002356E-2,-7.605145872E-2,-4.378318787E-3
3.500626896E1,3.189621866E-2,-8.757725358E-2,-1.622200012E-2
3.501109292E1,4.536905885E-2,-8.953733742E-2,-6.611824036E-3
3.501591688E1,4.918323457E-2,-7.477556169E-2,-1.131725311E-2
3.502074084E1,6.014423072E-2,-8.863092959E-2,6.265640259E-4
3.502556474E1,4.966066778E-2,-6.433682144E-2,1.484489441E-2
3.503038870E1,4.392585158E-2,-7.814440131E-2,-9.021759033E-3
3.503521266E1,5.485238135E-2,-6.341068447E-2,5.311965942E-4
3.504003662E1,3.006787598E-2,-7.011686265E-2,-6.607055664E-3
3.504486053E1,3.159458935E-2,-6.723836064E-2,-4.192352295E-3
3.504968448E1,6.161358953E-2,-7.866933942E-2,5.760192871E-4
3.505450844E1,4.158465564E-2,-8.050386608E-2,5.588531494E-4
3.505933240E1,5.726200342E-2,-8.934642375E-2,1.715278625E-2
3.506415636E1,3.959369659E-2,-7.683627307E-2,5.132675171E-3
3.506898026E1,2.681994438E-2,-7.391133904E-2,2.704620361E-3
3.507380422E1,4.732047021E-2,-6.148391962E-2,2.668380737E-3
3.507862818E1,5.818842351E-2,-8.474186063E-2,5.005836487E-3
3.508345214E1,4.767261446E-2,-7.694900036E-2,9.700775146E-3
3.508827605E1,4.679813981E-2,-7.161459327E-2,-2.253532410E-3
3.509310000E1,4.602017999E-2,-6.397192180E-2,4.874229431E-3
3.509792396E1,3.816157579E-2,-6.113125384E-2,-2.291679382E-3
3.510274792E1,3.031253815E-2,-6.548309326E-2,-7.028579712E-3
3.510757188E1,3.925696015E-2,-5.315327644E-2,9.634017944E-3
3.511239579E1,2.680213749E-2,-7.416988909E-2,1.191997528E-2
3.511721974E1,3.583824635E-2,-9.978026152E-2,4.694938660E-3
3.512204370E1,4.014322162E-2,-9.672519565E-2,7.022857666E-3
3.512686766E1,3.489701450E-2,-7.939605415E-2,6.959915161E-3
3.513169157E1,3.684619069E-2,-7.410022616E-2,-2.593994141E-3
3.513651552E1,3.640800714E-2,-8.308005333E-2,-2.040863037E-4
3.514133948E1,5.027277768E-2,-4.452340305E-2,9.284973145E-3
3.514616344E1,3.546197712E-2,-6.083007157E-2,-5.033493042E-3
3.515098740E1,5.165247619E-2,-8.657361567E-2,-4.998207092E-3
3.515581131E1,5.101497471E-2,-8.359318972E-2,2.114009857E-2
3.516063526E1,5.275788903E-2,-7.354032993E-2,4.348754883E-3
3.516545922E1,3.542011976E-2,-7.302771509E-2,-4.396438599E-4
3.517028318E1,3.252550960E-2,-7.488697767E-2,9.048461914E-3
3.517510709E1,3.443184495E-2,-5.545578897E-2,6.593704224E-3
3.517993105E1,3.858092427E-2,-5.276238918E-2,1.127624512E-2
3.518475500E1,2.848814428E-2,-8.570721745E-2,1.682281494E-3
3.518957896E1,4.212512076E-2,-9.224131703E-2,-1.020526886E-2
3.519440287E1,3.675596416E-2,-7.026854157E-2,-7.754325867E-3
3.519922683E1,4.092510045E-2,-6.974197924E-2,-5.322456360E-3
3.520405079E1,4.269006848E-2,-8.116516471E-2,6.578445435E-3
3.520887474E1,3.726655245E-2,-5.211837590E-2,8.889198303E-3
3.521369865E1,5.570575595E-2,-7.788445055E-2,-3.054618835E-3
3.521852261E1,3.845778108E-2,-8.207228780E-2,-6.608963013E-4
3.522334657E1,4.754683375E-2,-7.670113444E-2,-6.580352783E-4
3.522817052E1,6.133763492E-2,-5.001348257E-2,-3.026962280E-3
3.523299443E1,5.597440898E-2,-7.814756036E-2,-7.751464844E-3
3.523781839E1,3.176303208E-2,-7.039074600E-2,-1.243305206E-2
3.524264235E1,1.964877546E-2,-7.221481204E-2,-5.212783813E-3
3.524746631E1,3.139625490E-2,-7.170641422E-2,-7.544517517E-3
3.525229026E1,3.596040606E-2,-7.588867843E-2,2.010345459E-3
3.525711417E1,4.514759779E-2,-7.285514474E-2,-7.497787476E-3
3.526193813E1,2.818991244E-2,-6.038062274E-2,-2.689361572E-3
3.526676204E1,3.030191362E-2,-5.269528925E-2,-2.666473389E-3
3.527158605E1,4.429171979E-2,-6.408217549E-2,-2.643585205E-3
3.527641000E1,2.720606327E-2,-6.825165451E-2,-9.739875793E-3
3.528123391E1,3.636765480E-2,-8.421766758E-2,6.952285767E-3
3.528605787E1,5.254773796E-2,-6.682589650E-2,-7.343292236E-3
3.529088183E1,5.664480478E-2,-5.900594592E-2,-1.202678680E-2
3.529570579E1,3.472536802E-2,-6.073652208E-2,-1.904201508E-2
3.530052969E1,4.383954406E-2,-6.953801215E-2,-2.362632751E-2
3.530535365E1,2.906705439E-2,-4.750029743E-2,-2.105522156E-2
3.531017761E1,5.001460016E-2,-8.250494301E-2,2.850532532E-3
3.531500157E1,4.940818250E-2,-8.630642295E-2,-6.661415100E-3
3.531982547E1,3.689049184E-2,-7.589012384E-2,7.633209229E-3
3.532464943E1,3.397405148E-2,-5.131788552E-2,5.197525024E-3
3.532947339E1,4.526524991E-2,-5.544842780E-2,2.781867981E-3
3.533429735E1,4.231688380E-2,-7.614958286E-2,-1.985549927E-3
3.533912131E1,3.699660301E-2,-6.348127127E-2,-1.968383789E-3
3.534394516E1,5.070712417E-2,-6.283494830E-2,5.166053772E-3
3.534876917E1,4.775337875E-2,-7.164970040E-2,5.125045776E-3
3.535359313E1,4.014129937E-2,-5.911694467E-2,-2.035140991E-3
3.535841709E1,5.160649121E-2,-7.035444677E-2,-6.761550903E-3
3.536324099E1,4.874315113E-2,-8.866980672E-2,4.148483276E-4
3.536806495E1,3.413151205E-2,-9.264901280E-2,4.129409790E-4
3.537288891E1,2.916641533E-2,-7.757985592E-2,-1.961708069E-3
3.537771287E1,3.842499852E-2,-6.743627787E-2,7.546424866E-3
3.538253678E1,4.051981121E-2,-6.446364522E-2,2.738952637E-3
3.538736073E1,2.607606351E-2,-8.761401474E-2,-9.145736694E-3
3.539218469E1,4.023227841E-2,-6.800279021E-2,-9.070396423E-3
3.539700865E1,3.528991342E-2,-8.171507716E-2,2.871513367E-3
3.540183261E1,3.988339007E-2,-6.443418562E-2,2.849578857E-3
3.540665652E1,4.201062024E-2,-7.108117640E-2,7.570266724E-3
3.541148047E1,4.655335099E-2,-5.634278059E-2,3.890991211E-4
3.541630438E1,2.967582643E-2,-5.830609798E-2,2.758979797E-3
3.542112839E1,3.189349174E-2,-6.505350769E-2,9.852409363E-3
3.542595230E1,4.361517727E-2,-6.693901122E-2,2.784729004E-4
3.543077625E1,3.394290060E-2,-9.013281763E-2,-4.467964172E-3
3.543560021E1,3.856481612E-2,-7.991164923E-2,-2.055168152E-3
3.544042417E1,2.176617086E-2,-7.932209969E-2,-2.038002014E-3
3.544524813E1,2.180770040E-2,-8.102279902E-2,2.728462219E-3
3.545007204E1,2.897250652E-2,-6.604140997E-2,-6.781578064E-3
3.545489599E1,1.941177249E-2,-4.169115424E-2,3.986358643E-4
3.545971995E1,2.416904271E-2,-5.316457152E-2,3.986358643E-4
3.546454391E1,1.696781814E-2,-5.261939764E-2,-1.146507263E-2
3.546936787E1,3.109881282E-2,-6.871640682E-2,-8.996009827E-3
3.547419178E1,4.277129471E-2,-5.845904350E-2,-1.603221893E-2
3.547901573E1,3.293582797E-2,-6.498011947E-2,-2.064037323E-2
3.548383969E1,1.606678963E-2,-6.189414859E-2,3.265380859E-3
3.548866365E1,3.490681946E-2,-6.592175364E-2,8.707046509E-4
3.549348756E1,2.511905134E-2,-3.666284680E-2,-1.573944092E-2
3.549831152E1,5.809879303E-2,-5.981966853E-2,-1.560211182E-2
3.550313547E1,2.911166847E-2,-3.775054216E-2,-2.021217346E-2
3.550795943E1,4.788589478E-2,-3.713285923E-2,-8.170127869E-3
3.551278334E1,3.803159297E-2,-6.976526976E-2,-1.046657562E-2
3.551760730E1,3.538343310E-2,-6.175488234E-2,1.494407654E-3
3.552243125E1,5.411586165E-2,-5.620875955E-2,-3.254890442E-3
3.552725521E1,5.136941373E-2,-6.497094035E-2,3.899574280E-3
3.553207917E1,5.345489830E-2,-5.939102173E-2,-2.222442627E-2
3.553690308E1,2.708137035E-2,-6.091502309E-2,-6.694793701E-4
3.554172704E1,4.844888300E-2,-7.669180632E-2,6.466865540E-3
3.554655099E1,4.594277591E-2,-4.724940658E-2,-6.923675537E-4
3.555137495E1,5.060896277E-2,-7.743048668E-2,4.070281982E-3
3.555619886E1,2.682580054E-2,-6.699103117E-2,1.675605774E-3
3.556102282E1,3.652316332E-2,-5.666744709E-2,-5.441665649E-3
3.556584678E1,3.899568319E-2,-5.829384923E-2,-7.757186890E-3
3.557067073E1,2.718590200E-2,-4.564028978E-2,4.186630249E-3
3.557549469E1,1.316289604E-2,-7.348927855E-2,8.910179138E-3
3.558031860E1,2.299053967E-2,-6.554353237E-2,1.122093201E-2
3.558514256E1,5.400820822E-2,-6.721314788E-2,6.390571594E-3
3.558996652E1,4.194413871E-2,-7.595664263E-2,6.346702576E-3
3.559479047E1,2.280811965E-2,-8.702653646E-2,3.928184509E-3
3.559961433E1,2.281978726E-2,-5.769315362E-2,2.051162720E-2
3.560443834E1,4.181823879E-2,-5.473443866E-2,8.481979370E-3
3.560926230E1,4.868056625E-2,-5.888736248E-2,-3.447532654E-3
3.561408625E1,4.608386755E-2,-4.642125964E-2,1.794242859E-2
3.561891021E1,4.582682252E-2,-6.970781088E-2,5.931854248E-3
3.562373412E1,4.082624614E-2,-5.242770910E-2,1.300430298E-2
3.562855808E1,3.815524280E-2,-7.091048360E-2,5.780220032E-3
3.563338204E1,4.511849582E-2,-7.022550702E-2,8.110046387E-3
3.563820599E1,3.770257533E-2,-7.194483280E-2,8.045196533E-3
3.564302985E1,3.981389850E-2,-4.039728642E-2,7.983207703E-3
3.564785386E1,2.535744011E-2,-4.004424810E-2,7.918357849E-3
3.565267782E1,3.949611634E-2,-5.158531666E-2,7.352828979E-4
3.565750178E1,4.159559309E-2,-4.167115688E-2,7.295608521E-4
3.566232568E1,3.427262604E-2,-5.559396744E-2,7.247924805E-4
3.566714964E1,2.461141348E-2,-6.228053570E-2,-6.399154663E-3
3.567197360E1,1.754927635E-2,-5.461478233E-2,-1.595497131E-3
3.567679756E1,2.484287322E-2,-5.656242371E-2,7.944107056E-4
3.568162152E1,3.922469169E-2,-6.329748034E-2,-8.701324463E-3
3.568644542E1,2.738513798E-2,-6.517133117E-2,-1.099586487E-2
3.569126938E1,2.762798965E-2,-4.567497969E-2,-1.564311981E-2
3.569609334E1,2.309462428E-2,-6.187716126E-2,1.104354858E-3
3.570091730E1,2.328857780E-2,-5.664637685E-2,3.472328186E-3
3.570574120E1,3.300319612E-2,-4.425463080E-2,-1.295089722E-3
3.571056516E1,4.035118967E-2,-4.860520363E-2,1.095771790E-3
3.571538912E1,2.388110757E-2,-5.289059877E-2,5.841255188E-3
3.572021308E1,5.118027329E-3,-5.005055666E-2,5.800247192E-3
3.572503704E1,1.739102602E-2,-3.059807420E-2,-3.730773926E-3
3.572986094E1,-1.285061240E-3,-4.927527905E-2,-8.438110352E-3
3.573468490E1,3.468545526E-2,-5.347490311E-2,5.879402161E-3
3.573950886E1,2.295733988E-2,-4.340106249E-2,-6.023406982E-3
3.574433282E1,3.259925544E-2,-5.239540339E-2,3.527641296E-3
3.574915672E1,2.320848405E-2,-7.077664137E-2,-5.982398987E-3
3.575398068E1,2.101783454E-2,-6.287419796E-2,-1.778602600E-2
3.575880464E1,2.374021709E-2,-3.837123513E-2,-1.999568939E-2
3.576362860E1,3.833578527E-2,-2.831158042E-2,-2.218627930E-2
3.576845256E1,4.569065571E-2,-3.963351250E-2,-5.373001099E-3
3.577327646E1,3.180462867E-2,-2.944844961E-2,-5.607604980E-4
3.577810042E1,4.173631966E-2,-3.596049547E-2,-1.002597809E-2
3.578292438E1,5.173343420E-2,-4.719561338E-2,-1.466464996E-2
3.578774829E1,4.744161665E-2,-5.122044683E-2,-2.163791656E-2
3.579257230E1,3.372533619E-2,-5.512714386E-2,-1.905727386E-2
3.579739620E1,2.472881973E-2,-5.188563466E-2,-2.264976501E-3
3.580222016E1,3.230698407E-2,-3.906702995E-2,-9.337425232E-3
3.580704412E1,2.556039393E-2,-5.486065149E-2,-6.863594055E-3
3.581186808E1,3.053772449E-2,-3.733277321E-2,7.452011108E-3
3.581669193E1,2.578495443E-2,-5.791732669E-2,2.639293671E-2
3.582151594E1,2.092996240E-2,-4.041913152E-2,7.205009460E-3
3.582633990E1,3.738951683E-2,-4.913833737E-2,4.786491394E-3
3.583116386E1,2.989900112E-2,-4.837560654E-2,7.128715515E-3
3.583598782E1,1.764050126E-2,-4.052489996E-2,2.331733704E-3
3.584081172E1,7.423311472E-4,-5.649462342E-2,-5.245208740E-5
3.584563563E1,2.678638697E-2,-5.809181929E-2,-2.416610718E-3
3.585045964E1,4.555384070E-2,-4.068857431E-2,2.134323120E-2
3.585528360E1,2.637523413E-2,-2.357181907E-2,4.564285278E-3
3.586010750E1,2.888524532E-2,-5.645614862E-2,-2.098083496E-4
3.586493146E1,4.804462194E-2,-4.644131660E-2,4.546165466E-3
3.586975542E1,5.769755691E-2,-5.309042335E-2,-2.599716187E-3
3.587457938E1,2.701789141E-2,-4.307308793E-2,-9.682655334E-3
3.587940334E1,2.993173897E-2,-4.981014132E-2,1.413917542E-2
3.588422724E1,2.813440561E-2,-7.553490996E-2,1.640605927E-2
3.588905120E1,4.539431632E-2,-7.020089030E-2,1.628303528E-2
3.589387516E1,3.629527241E-2,-4.598841071E-2,1.852989197E-2
3.589869912E1,3.670533746E-2,-1.005730033E-2,1.126766205E-2
3.590352303E1,2.521519363E-2,-5.278936028E-2,1.355457306E-2
3.590834698E1,1.848135889E-2,-3.353074193E-2,1.344680786E-2
3.591317094E1,1.405815780E-2,-4.056400061E-2,1.808261871E-2
3.591799490E1,4.045988619E-2,-5.703115463E-2,8.441925049E-3
3.592281886E1,2.384409308E-2,-4.968971014E-2,8.368492126E-3
3.592764276E1,2.620382607E-2,-4.246622324E-2,3.546714783E-3
3.593246672E1,7.158666849E-3,-3.999006748E-2,3.511428833E-3
3.593729068E1,2.146124840E-2,-2.578467131E-2,1.533699036E-2
3.594211464E1,3.315454721E-2,-4.957598448E-2,8.083343506E-3
3.594693860E1,2.096207440E-2,-4.471969604E-2,1.037979126E-2
3.595176250E1,1.129664481E-2,-3.995719552E-2,1.502799988E-2
3.595658646E1,1.111559570E-2,-4.472452402E-2,7.772445679E-3
3.596141042E1,3.709477931E-2,-3.993016481E-2,1.006984711E-2
3.596623438E1,2.014479041E-2,-4.938125610E-2,4.854202271E-4
3.597105829E1,2.005890012E-2,-3.976759315E-2,5.217552185E-3
