"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.644018308E1,-1.878409274E-2,-2.565632015E-2,1.338099241E0
3.644259506E1,-1.878409274E-2,-2.565632015E-2,1.336877584E0
3.644500698E1,-1.878409274E-2,-2.565632015E-2,1.335655808E0
3.644741896E1,-1.878409274E-2,-2.565632015E-2,1.335655808E0
3.644983094E1,-1.878409274E-2,-2.687804960E-2,1.334434152E0
3.645224292E1,-1.878409274E-2,-2.565632015E-2,1.333212376E0
3.645465490E1,-1.756236330E-2,-2.687804960E-2,1.333212376E0
3.645706688E1,-1.878409274E-2,-2.687804960E-2,1.333212376E0
3.645947886E1,-1.878409274E-2,-2.687804960E-2,1.331990600E0
3.646189084E1,-1.878409274E-2,-2.687804960E-2,1.330768943E0
3.646430282E1,-1.878409274E-2,-2.687804960E-2,1.328325510E0
3.646671474E1,-1.878409274E-2,-2.932151034E-2,1.329547167E0
3.646912672E1,-1.878409274E-2,-3.176496923E-2,1.328325510E0
3.647153870E1,-1.878409274E-2,-3.054323979E-2,1.328325510E0
3.647395068E1,-2.000582218E-2,-2.932151034E-2,1.327103734E0
3.647636266E1,-2.000582218E-2,-3.054323979E-2,1.327103734E0
3.647877464E1,-2.122755162E-2,-3.054323979E-2,1.324660301E0
3.648118662E1,-2.000582218E-2,-3.054323979E-2,1.324660301E0
3.648359860E1,-2.000582218E-2,-3.054323979E-2,1.323438525E0
3.648601058E1,-2.000582218E-2,-3.176496923E-2,1.322216868E0
3.648842256E1,-2.000582218E-2,-3.298669681E-2,1.322216868E0
3.649083448E1,-2.000582218E-2,-3.298669681E-2,1.320995092E0
3.649324646E1,-2.000582218E-2,-3.176496923E-2,1.319773316E0
3.649565844E1,-2.000582218E-2,-3.298669681E-2,1.319773316E0
3.649807042E1,-2.000582218E-2,-3.298669681E-2,1.318551660E0
3.650048240E1,-2.122755162E-2,-3.298669681E-2,1.317329884E0
3.650289438E1,-2.122755162E-2,-3.543015569E-2,1.316108227E0
3.650530636E1,-2.122755162E-2,-3.543015569E-2,1.314886451E0
3.650771834E1,-2.244928107E-2,-3.543015569E-2,1.314886451E0
3.651013032E1,-2.367101051E-2,-3.298669681E-2,1.316108227E0
3.651254230E1,-2.244928107E-2,-3.543015569E-2,1.313664675E0
3.651495422E1,-2.122755162E-2,-3.665188700E-2,1.312443018E0
3.651736620E1,-2.244928107E-2,-3.787361458E-2,1.311221242E0
3.651977818E1,-2.489273995E-2,-3.909534588E-2,1.311221242E0
3.652219016E1,-2.489273995E-2,-3.665188700E-2,1.309999466E0
3.652460214E1,-2.367101051E-2,-3.787361458E-2,1.309999466E0
3.652701412E1,-2.244928107E-2,-3.787361458E-2,1.308777809E0
3.652942610E1,-2.611446939E-2,-3.909534588E-2,1.306334376E0
3.653183808E1,-2.611446939E-2,-3.909534588E-2,1.307556033E0
3.653425006E1,-2.489273995E-2,-3.909534588E-2,1.307556033E0
3.653666204E1,-2.367101051E-2,-3.787361458E-2,1.306334376E0
3.653907396E1,-2.367101051E-2,-3.787361458E-2,1.305112600E0
3.654148594E1,-2.367101051E-2,-3.787361458E-2,1.305112600E0
3.654389787E1,-2.489273995E-2,-3.665188700E-2,1.303890824E0
3.654630990E1,-2.611446939E-2,-3.909534588E-2,1.303890824E0
3.654872188E1,-2.489273995E-2,-3.909534588E-2,1.302669168E0
3.655113386E1,-2.489273995E-2,-3.909534588E-2,1.301447392E0
3.655354584E1,-2.489273995E-2,-4.031707719E-2,1.300225735E0
3.655595782E1,-2.489273995E-2,-3.909534588E-2,1.299003959E0
3.655836974E1,-2.489273995E-2,-3.909534588E-2,1.299003959E0
3.656078178E1,-2.367101051E-2,-3.787361458E-2,1.297782183E0
3.656319370E1,-2.367101051E-2,-3.909534588E-2,1.297782183E0
3.656560568E1,-2.489273995E-2,-3.787361458E-2,1.296560526E0
3.656801766E1,-2.367101051E-2,-3.787361458E-2,1.295338750E0
3.657042964E1,-2.489273995E-2,-3.543015569E-2,1.295338750E0
3.657284162E1,-2.489273995E-2,-3.543015569E-2,1.294117093E0
3.657525360E1,-2.489273995E-2,-3.543015569E-2,1.292895317E0
3.657766558E1,-2.367101051E-2,-3.298669681E-2,1.294117093E0
3.658007756E1,-2.489273995E-2,-3.298669681E-2,1.292895317E0
3.658248954E1,-2.489273995E-2,-3.054323979E-2,1.291673541E0
3.658490146E1,-2.367101051E-2,-2.932151034E-2,1.290451884E0
3.658731344E1,-2.489273995E-2,-3.054323979E-2,1.289230108E0
3.658972542E1,-2.489273995E-2,-2.932151034E-2,1.289230108E0
3.659213740E1,-2.367101051E-2,-2.687804960E-2,1.290451884E0
3.659454938E1,-2.244928107E-2,-2.809977904E-2,1.288008332E0
3.659696136E1,-2.244928107E-2,-2.687804960E-2,1.286786675E0
3.659937334E1,-2.367101051E-2,-2.687804960E-2,1.286786675E0
3.660178532E1,-2.367101051E-2,-2.565632015E-2,1.285564899E0
3.660419730E1,-2.367101051E-2,-2.687804960E-2,1.284343243E0
3.660660928E1,-2.367101051E-2,-2.565632015E-2,1.284343243E0
3.660902120E1,-2.367101051E-2,-2.565632015E-2,1.283121467E0
3.661143318E1,-2.244928107E-2,-2.443459071E-2,1.281899691E0
3.661384516E1,-2.489273995E-2,-2.443459071E-2,1.280678034E0
3.661625714E1,-2.367101051E-2,-2.443459071E-2,1.280678034E0
3.661866912E1,-2.489273995E-2,-2.443459071E-2,1.279456258E0
3.662108110E1,-2.367101051E-2,-2.321286127E-2,1.278234601E0
3.662349308E1,-2.244928107E-2,-2.321286127E-2,1.278234601E0
3.662590506E1,-2.367101051E-2,-2.443459071E-2,1.278234601E0
3.662831698E1,-2.244928107E-2,-2.321286127E-2,1.277012825E0
3.663072896E1,-2.244928107E-2,-2.443459071E-2,1.275791049E0
3.663314094E1,-2.244928107E-2,-2.443459071E-2,1.274569392E0
3.663555292E1,-2.122755162E-2,-2.687804960E-2,1.274569392E0
3.663796490E1,-2.244928107E-2,-2.687804960E-2,1.273347616E0
3.664037688E1,-2.244928107E-2,-2.687804960E-2,1.273347616E0
3.664278886E1,-2.244928107E-2,-2.809977904E-2,1.270904183E0
3.664520084E1,-2.367101051E-2,-3.054323979E-2,1.272125959E0
3.664761282E1,-2.122755162E-2,-3.054323979E-2,1.270904183E0
3.665002480E1,-2.122755162E-2,-3.298669681E-2,1.269682407E0
3.665243672E1,-2.122755162E-2,-3.298669681E-2,1.269682407E0
3.665484870E1,-2.000582218E-2,-3.420842811E-2,1.268460751E0
3.665726068E1,-2.122755162E-2,-3.543015569E-2,1.266017199E0
3.665967266E1,-2.122755162E-2,-3.420842811E-2,1.266017199E0
3.666208464E1,-1.878409274E-2,-3.420842811E-2,1.266017199E0
3.666449662E1,-1.878409274E-2,-3.543015569E-2,1.264795542E0
3.666690860E1,-2.000582218E-2,-3.543015569E-2,1.263573766E0
3.666932058E1,-1.878409274E-2,-3.543015569E-2,1.263573766E0
3.667173256E1,-1.878409274E-2,-3.543015569E-2,1.262352109E0
3.667414454E1,-1.878409274E-2,-3.665188700E-2,1.261130333E0
3.667655652E1,-2.000582218E-2,-3.420842811E-2,1.259908557E0
3.667896844E1,-2.000582218E-2,-3.543015569E-2,1.259908557E0
3.668138042E1,-1.878409274E-2,-3.543015569E-2,1.259908557E0
3.668379240E1,-2.000582218E-2,-3.543015569E-2,1.258686900E0
3.668620438E1,-2.000582218E-2,-3.665188700E-2,1.258686900E0
3.668861636E1,-2.000582218E-2,-3.543015569E-2,1.257465124E0
3.669102834E1,-1.756236330E-2,-3.420842811E-2,1.256243467E0
3.669344032E1,-1.878409274E-2,-3.543015569E-2,1.255021691E0
3.669585230E1,-2.000582218E-2,-3.543015569E-2,1.255021691E0
3.669826428E1,-1.878409274E-2,-3.665188700E-2,1.253799915E0
3.670067625E1,-1.756236330E-2,-3.665188700E-2,1.252578259E0
3.670308818E1,-2.000582218E-2,-3.543015569E-2,1.251356483E0
3.670550016E1,-2.000582218E-2,-3.420842811E-2,1.251356483E0
3.670791214E1,-1.878409274E-2,-3.298669681E-2,1.250134826E0
3.671032412E1,-2.000582218E-2,-3.298669681E-2,1.250134826E0
3.671273610E1,-1.878409274E-2,-3.298669681E-2,1.251356483E0
3.671514808E1,-2.000582218E-2,-3.420842811E-2,1.247691274E0
3.671756006E1,-1.878409274E-2,-3.176496923E-2,1.247691274E0
3.671997204E1,-1.878409274E-2,-3.176496923E-2,1.246469617E0
3.672238402E1,-2.000582218E-2,-3.054323979E-2,1.246469617E0
3.672479594E1,-2.000582218E-2,-2.932151034E-2,1.245247841E0
3.672720792E1,-2.122755162E-2,-2.809977904E-2,1.244026065E0
3.672961990E1,-2.122755162E-2,-2.687804960E-2,1.244026065E0
3.673203188E1,-2.122755162E-2,-2.687804960E-2,1.242804408E0
3.673444386E1,-2.244928107E-2,-2.687804960E-2,1.240360975E0
3.673685584E1,-2.000582218E-2,-2.565632015E-2,1.240360975E0
3.673926782E1,-2.244928107E-2,-2.443459071E-2,1.239139199E0
3.674167980E1,-2.244928107E-2,-2.321286127E-2,1.240360975E0
3.674409178E1,-2.122755162E-2,-2.443459071E-2,1.237917423E0
3.674650370E1,-2.489273995E-2,-2.321286127E-2,1.236695766E0
3.674891568E1,-2.244928107E-2,-2.443459071E-2,1.237917423E0
3.675132766E1,-2.122755162E-2,-2.199113183E-2,1.236695766E0
3.675373964E1,-2.244928107E-2,-2.443459071E-2,1.235473990E0
3.675615162E1,-2.367101051E-2,-2.565632015E-2,1.234252334E0
3.675856360E1,-2.244928107E-2,-2.443459071E-2,1.234252334E0
3.676097558E1,-2.367101051E-2,-2.687804960E-2,1.233030558E0
3.676338756E1,-2.489273995E-2,-2.809977904E-2,1.231808782E0
3.676579954E1,-2.244928107E-2,-2.932151034E-2,1.230587125E0
3.676821152E1,-2.367101051E-2,-3.054323979E-2,1.229365349E0
3.677062349E1,-2.367101051E-2,-3.054323979E-2,1.228143692E0
3.677303542E1,-2.367101051E-2,-3.054323979E-2,1.228143692E0
3.677544740E1,-2.367101051E-2,-3.054323979E-2,1.228143692E0
3.677785938E1,-2.489273995E-2,-3.054323979E-2,1.225700140E0
3.678027136E1,-2.367101051E-2,-3.176496923E-2,1.226921916E0
3.678268334E1,-2.489273995E-2,-3.176496923E-2,1.225700140E0
3.678509532E1,-2.367101051E-2,-3.176496923E-2,1.224478483E0
3.678750730E1,-2.611446939E-2,-3.298669681E-2,1.223256707E0
3.678991928E1,-2.489273995E-2,-3.298669681E-2,1.222035050E0
3.679233125E1,-2.367101051E-2,-3.420842811E-2,1.222035050E0
3.679474318E1,-2.367101051E-2,-3.420842811E-2,1.220813274E0
3.679715521E1,-2.489273995E-2,-3.420842811E-2,1.220813274E0
3.679956714E1,-2.489273995E-2,-3.420842811E-2,1.220813274E0
3.680197912E1,-2.489273995E-2,-3.298669681E-2,1.220813274E0
3.680439110E1,-2.489273995E-2,-3.420842811E-2,1.219591498E0
3.680680308E1,-2.367101051E-2,-3.298669681E-2,1.217148066E0
3.680921506E1,-2.367101051E-2,-3.298669681E-2,1.215926290E0
3.681162704E1,-2.244928107E-2,-3.176496923E-2,1.215926290E0
3.681403902E1,-2.489273995E-2,-3.420842811E-2,1.214704633E0
3.681645099E1,-2.244928107E-2,-3.420842811E-2,1.213482857E0
3.681886297E1,-2.244928107E-2,-3.420842811E-2,1.213482857E0
3.682127490E1,-2.244928107E-2,-3.420842811E-2,1.212261200E0
3.682368688E1,-2.244928107E-2,-3.543015569E-2,1.211039424E0
3.682609886E1,-2.244928107E-2,-3.298669681E-2,1.209817648E0
3.682851084E1,-2.367101051E-2,-3.420842811E-2,1.209817648E0
3.683092282E1,-2.244928107E-2,-3.420842811E-2,1.208595991E0
3.683333480E1,-2.244928107E-2,-3.543015569E-2,1.207374215E0
3.683574678E1,-2.122755162E-2,-3.543015569E-2,1.207374215E0
3.683815875E1,-2.122755162E-2,-3.543015569E-2,1.207374215E0
3.684057073E1,-2.000582218E-2,-3.298669681E-2,1.206152558E0
3.684298266E1,-1.878409274E-2,-3.298669681E-2,1.204930782E0
3.684539464E1,-2.000582218E-2,-3.543015569E-2,1.204930782E0
3.684780662E1,-2.000582218E-2,-3.420842811E-2,1.203709006E0
3.685021860E1,-2.000582218E-2,-3.543015569E-2,1.203709006E0
3.685263058E1,-2.000582218E-2,-3.420842811E-2,1.202487350E0
3.685504256E1,-2.000582218E-2,-3.420842811E-2,1.201265574E0
3.685745454E1,-1.878409274E-2,-3.420842811E-2,1.200043917E0
3.685986652E1,-1.878409274E-2,-3.298669681E-2,1.198822141E0
3.686227849E1,-2.000582218E-2,-3.420842811E-2,1.198822141E0
3.686469047E1,-1.756236330E-2,-3.176496923E-2,1.198822141E0
3.686710240E1,-1.878409274E-2,-3.054323979E-2,1.197600365E0
3.686951438E1,-2.000582218E-2,-3.298669681E-2,1.196378708E0
3.687192636E1,-1.756236330E-2,-3.176496923E-2,1.196378708E0
3.687433834E1,-1.756236330E-2,-3.298669681E-2,1.195156932E0
3.687675032E1,-1.756236330E-2,-3.176496923E-2,1.193935156E0
3.687916230E1,-1.878409274E-2,-3.176496923E-2,1.192713499E0
3.688157428E1,-1.878409274E-2,-3.054323979E-2,1.191491723E0
3.688398625E1,-1.756236330E-2,-3.054323979E-2,1.191491723E0
3.688639875E1,-1.756236330E-2,-2.809977904E-2,1.190270066E0
3.688881021E1,-1.756236330E-2,-2.809977904E-2,1.191491723E0
3.689122214E1,-1.878409274E-2,-2.687804960E-2,1.189048290E0
3.689363407E1,-1.756236330E-2,-2.687804960E-2,1.187826514E0
3.689604610E1,-1.756236330E-2,-2.809977904E-2,1.186604857E0
3.689845808E1,-1.756236330E-2,-2.687804960E-2,1.186604857E0
3.690087006E1,-1.878409274E-2,-2.565632015E-2,1.186604857E0
3.690328204E1,-1.756236330E-2,-2.565632015E-2,1.184161425E0
3.690569402E1,-1.634063199E-2,-2.443459071E-2,1.184161425E0
3.690810599E1,-1.634063199E-2,-2.565632015E-2,1.182939649E0
3.691051792E1,-1.756236330E-2,-2.565632015E-2,1.181717873E0
3.691292995E1,-1.634063199E-2,-2.565632015E-2,1.181717873E0
3.691534193E1,-1.634063199E-2,-2.565632015E-2,1.180496216E0
3.691775386E1,-1.634063199E-2,-2.809977904E-2,1.180496216E0
3.692016584E1,-1.756236330E-2,-2.809977904E-2,1.180496216E0
3.692257782E1,-1.511890348E-2,-2.932151034E-2,1.179274440E0
3.692498980E1,-1.511890348E-2,-2.809977904E-2,1.179274440E0
3.692740178E1,-1.511890348E-2,-3.054323979E-2,1.178052783E0
3.692981375E1,-1.511890348E-2,-3.054323979E-2,1.178052783E0
3.693222573E1,-1.389717404E-2,-3.176496923E-2,1.175609231E0
3.693463771E1,-1.511890348E-2,-3.176496923E-2,1.175609231E0
3.693704964E1,-1.389717404E-2,-3.176496923E-2,1.174387574E0
3.693946162E1,-1.389717404E-2,-3.176496923E-2,1.174387574E0
3.694187360E1,-1.511890348E-2,-3.420842811E-2,1.174387574E0
3.694428558E1,-1.389717404E-2,-3.298669681E-2,1.173165798E0
3.694669756E1,-1.389717404E-2,-3.420842811E-2,1.171944022E0
3.694910954E1,-1.389717404E-2,-3.298669681E-2,1.170722365E0
3.695152152E1,-1.267544460E-2,-3.298669681E-2,1.170722365E0
3.695393349E1,-1.389717404E-2,-3.298669681E-2,1.170722365E0
3.695634547E1,-1.511890348E-2,-3.298669681E-2,1.168278933E0
3.695875745E1,-1.389717404E-2,-3.176496923E-2,1.168278933E0
3.696116943E1,-1.389717404E-2,-3.298669681E-2,1.168278933E0
3.696358136E1,-1.511890348E-2,-3.176496923E-2,1.165835381E0
3.696599334E1,-1.389717404E-2,-3.054323979E-2,1.164613724E0
3.696840532E1,-1.634063199E-2,-2.932151034E-2,1.164613724E0
3.697081730E1,-1.634063199E-2,-3.054323979E-2,1.163391948E0
3.697322928E1,-1.756236330E-2,-2.809977904E-2,1.163391948E0
3.697564125E1,-1.756236330E-2,-2.687804960E-2,1.162170291E0
3.697805323E1,-1.878409274E-2,-2.565632015E-2,1.162170291E0
3.698046521E1,-1.756236330E-2,-2.443459071E-2,1.159726739E0
3.698287719E1,-1.756236330E-2,-2.321286127E-2,1.159726739E0
3.698528917E1,-1.878409274E-2,-2.443459071E-2,1.159726739E0
3.698770110E1,-2.000582218E-2,-2.321286127E-2,1.158505082E0
3.699011308E1,-2.122755162E-2,-2.321286127E-2,1.157283306E0
3.699252506E1,-2.122755162E-2,-2.199113183E-2,1.157283306E0
3.699493704E1,-2.244928107E-2,-2.321286127E-2,1.154839873E0
3.699734902E1,-2.244928107E-2,-2.321286127E-2,1.153618097E0
3.699976099E1,-2.244928107E-2,-2.076940238E-2,1.152396441E0
3.700217297E1,-2.367101051E-2,-2.076940238E-2,1.152396441E0
3.700458495E1,-2.367101051E-2,-2.076940238E-2,1.151174664E0
3.700699693E1,-2.489273995E-2,-2.076940238E-2,1.149952888E0
3.700940891E1,-2.489273995E-2,-2.076940238E-2,1.149952888E0
3.701182084E1,-2.611446939E-2,-2.076940238E-2,1.149952888E0
3.701423282E1,-2.611446939E-2,-2.076940238E-2,1.148731232E0
3.701664474E1,-2.611446939E-2,-2.199113183E-2,1.147509456E0
3.701905678E1,-2.611446939E-2,-2.199113183E-2,1.147509456E0
3.702146875E1,-2.489273995E-2,-2.199113183E-2,1.146287799E0
3.702388073E1,-2.733619884E-2,-2.565632015E-2,1.143844247E0
3.702629271E1,-2.611446939E-2,-2.687804960E-2,1.143844247E0
3.702870469E1,-2.733619884E-2,-2.809977904E-2,1.145066023E0
3.703111667E1,-2.733619884E-2,-2.809977904E-2,1.141400814E0
3.703352865E1,-2.733619884E-2,-2.932151034E-2,1.141400814E0
3.703594058E1,-2.611446939E-2,-2.932151034E-2,1.142622590E0
3.703835256E1,-2.733619884E-2,-3.298669681E-2,1.141400814E0
3.704076454E1,-2.611446939E-2,-3.298669681E-2,1.138957381E0
3.704317652E1,-2.611446939E-2,-3.420842811E-2,1.137735605E0
3.704558849E1,-2.611446939E-2,-3.665188700E-2,1.137735605E0
3.704800047E1,-2.733619884E-2,-3.665188700E-2,1.137735605E0
3.705041245E1,-2.733619884E-2,-3.787361458E-2,1.136513948E0
3.705282443E1,-2.611446939E-2,-3.787361458E-2,1.135292172E0
3.705523641E1,-2.611446939E-2,-4.031707719E-2,1.135292172E0
3.705764839E1,-2.611446939E-2,-4.153880477E-2,1.134070516E0
3.706006032E1,-2.611446939E-2,-4.153880477E-2,1.134070516E0
3.706247224E1,-2.489273995E-2,-4.031707719E-2,1.132848740E0
3.706488428E1,-2.367101051E-2,-4.276053607E-2,1.131626964E0
3.706729625E1,-2.489273995E-2,-4.398226365E-2,1.130405307E0
3.706970823E1,-2.489273995E-2,-4.276053607E-2,1.130405307E0
3.707212021E1,-2.367101051E-2,-4.276053607E-2,1.129183531E0
3.707453219E1,-2.489273995E-2,-4.276053607E-2,1.129183531E0
3.707694417E1,-2.611446939E-2,-4.153880477E-2,1.127961874E0
3.707935615E1,-2.244928107E-2,-3.909534588E-2,1.127961874E0
3.708176813E1,-2.244928107E-2,-4.153880477E-2,1.125518322E0
3.708418011E1,-2.122755162E-2,-3.909534588E-2,1.125518322E0
3.708659204E1,-2.122755162E-2,-3.665188700E-2,1.124296665E0
3.708900402E1,-2.122755162E-2,-3.665188700E-2,1.123074889E0
3.709141599E1,-2.122755162E-2,-3.543015569E-2,1.123074889E0
3.709382797E1,-2.000582218E-2,-3.420842811E-2,1.120631456E0
3.709623995E1,-2.122755162E-2,-3.298669681E-2,1.120631456E0
3.709865193E1,-2.000582218E-2,-3.176496923E-2,1.120631456E0
3.710106391E1,-2.122755162E-2,-2.932151034E-2,1.119409680E0
3.710347589E1,-2.000582218E-2,-2.809977904E-2,1.118188024E0
3.710588787E1,-1.878409274E-2,-2.932151034E-2,1.118188024E0
3.710829985E1,-1.878409274E-2,-2.809977904E-2,1.116966248E0
3.711071178E1,-2.000582218E-2,-2.565632015E-2,1.116966248E0
3.711312375E1,-1.878409274E-2,-2.321286127E-2,1.116966248E0
3.711553573E1,-1.878409274E-2,-2.076940238E-2,1.115744472E0
3.711794771E1,-1.878409274E-2,-1.954767294E-2,1.114522815E0
3.712035969E1,-1.756236330E-2,-2.076940238E-2,1.113301039E0
3.712277167E1,-1.878409274E-2,-1.954767294E-2,1.113301039E0
3.712518365E1,-1.634063199E-2,-1.832594350E-2,1.112079382E0
3.712759563E1,-1.756236330E-2,-1.710421406E-2,1.112079382E0
3.713000761E1,-1.634063199E-2,-1.588248461E-2,1.110857606E0
3.713241954E1,-1.756236330E-2,-1.710421406E-2,1.110857606E0
3.713483152E1,-1.634063199E-2,-1.466075517E-2,1.109635830E0
3.713724344E1,-1.756236330E-2,-1.710421406E-2,1.108414173E0
3.713965547E1,-1.389717404E-2,-1.588248461E-2,1.108414173E0
3.714206745E1,-1.511890348E-2,-1.588248461E-2,1.107192397E0
3.714447943E1,-1.511890348E-2,-1.710421406E-2,1.105970740E0
3.714689141E1,-1.634063199E-2,-1.710421406E-2,1.105970740E0
3.714930339E1,-1.389717404E-2,-1.710421406E-2,1.104748964E0
3.715171537E1,-1.511890348E-2,-1.832594350E-2,1.103527188E0
3.715412735E1,-1.267544460E-2,-1.710421406E-2,1.103527188E0
3.715653928E1,-1.389717404E-2,-2.076940238E-2,1.102305532E0
3.715895125E1,-1.511890348E-2,-2.321286127E-2,1.101083755E0
3.716136323E1,-1.389717404E-2,-2.199113183E-2,1.101083755E0
3.716377521E1,-1.511890348E-2,-2.321286127E-2,1.099861979E0
3.716618719E1,-1.389717404E-2,-2.565632015E-2,1.098640323E0
3.716859917E1,-1.511890348E-2,-2.687804960E-2,1.098640323E0
3.717101115E1,-1.389717404E-2,-2.809977904E-2,1.097418547E0
3.717342313E1,-1.389717404E-2,-2.932151034E-2,1.096196890E0
3.717583511E1,-1.267544460E-2,-2.932151034E-2,1.096196890E0
3.717824709E1,-1.267544460E-2,-3.176496923E-2,1.094975114E0
3.718065907E1,-1.145371422E-2,-3.298669681E-2,1.093753338E0
3.718307099E1,-1.389717404E-2,-3.420842811E-2,1.092531681E0
3.718548297E1,-1.389717404E-2,-3.543015569E-2,1.093753338E0
3.718789495E1,-1.511890348E-2,-3.665188700E-2,1.091309905E0
3.719030693E1,-1.511890348E-2,-3.909534588E-2,1.090088248E0
3.719271891E1,-1.389717404E-2,-3.787361458E-2,1.090088248E0
3.719513089E1,-1.389717404E-2,-3.787361458E-2,1.090088248E0
3.719754287E1,-1.511890348E-2,-3.787361458E-2,1.088866472E0
3.719995485E1,-1.389717404E-2,-4.031707719E-2,1.087644696E0
3.720236683E1,-1.267544460E-2,-3.787361458E-2,1.087644696E0
3.720477881E1,-1.267544460E-2,-3.787361458E-2,1.086423039E0
3.720719073E1,-1.389717404E-2,-3.909534588E-2,1.085201263E0
3.720960271E1,-1.389717404E-2,-3.909534588E-2,1.083979607E0
3.721201469E1,-1.634063199E-2,-3.665188700E-2,1.083979607E0
3.721442667E1,-1.634063199E-2,-3.420842811E-2,1.082757831E0
3.721683865E1,-1.511890348E-2,-3.543015569E-2,1.083979607E0
3.721925063E1,-1.511890348E-2,-3.420842811E-2,1.081536055E0
3.722166261E1,-1.511890348E-2,-3.298669681E-2,1.080314398E0
3.722407459E1,-1.634063199E-2,-3.176496923E-2,1.080314398E0
3.722648657E1,-1.756236330E-2,-3.054323979E-2,1.079092622E0
3.722889855E1,-1.756236330E-2,-2.932151034E-2,1.079092622E0
3.723131053E1,-1.634063199E-2,-2.809977904E-2,1.077870846E0
3.723372245E1,-1.756236330E-2,-2.809977904E-2,1.076649189E0
3.723613443E1,-1.756236330E-2,-2.565632015E-2,1.076649189E0
3.723854641E1,-1.756236330E-2,-2.443459071E-2,1.075427413E0
3.724095839E1,-1.878409274E-2,-2.443459071E-2,1.075427413E0
3.724337037E1,-1.878409274E-2,-2.321286127E-2,1.075427413E0
3.724578235E1,-1.878409274E-2,-2.199113183E-2,1.072983980E0
3.724819433E1,-2.000582218E-2,-2.076940238E-2,1.072983980E0
3.725060631E1,-2.000582218E-2,-2.076940238E-2,1.071762204E0
3.725301829E1,-2.000582218E-2,-1.832594350E-2,1.069318771E0
3.725543021E1,-2.000582218E-2,-1.832594350E-2,1.069318771E0
3.725784219E1,-2.122755162E-2,-1.954767294E-2,1.068097115E0
3.726025417E1,-2.122755162E-2,-1.832594350E-2,1.066875339E0
3.726266615E1,-2.244928107E-2,-1.710421406E-2,1.065653563E0
3.726507813E1,-2.122755162E-2,-1.710421406E-2,1.066875339E0
3.726749006E1,-2.122755162E-2,-1.710421406E-2,1.065653563E0
3.726990209E1,-2.367101051E-2,-1.710421406E-2,1.065653563E0
3.727231407E1,-2.122755162E-2,-1.710421406E-2,1.065653563E0
3.727472605E1,-2.122755162E-2,-1.710421406E-2,1.063210130E0
3.727713802E1,-2.122755162E-2,-1.832594350E-2,1.061988473E0
3.727955000E1,-2.244928107E-2,-1.954767294E-2,1.060766697E0
3.728196198E1,-2.122755162E-2,-1.954767294E-2,1.060766697E0
3.728437391E1,-2.244928107E-2,-1.954767294E-2,1.060766697E0
3.728678589E1,-2.244928107E-2,-2.076940238E-2,1.058323264E0
3.728919787E1,-2.489273995E-2,-2.199113183E-2,1.058323264E0
3.729160985E1,-2.367101051E-2,-2.321286127E-2,1.057101488E0
3.729402178E1,-2.244928107E-2,-2.321286127E-2,1.055879712E0
3.729643381E1,-2.244928107E-2,-2.443459071E-2,1.055879712E0
3.729884579E1,-2.244928107E-2,-2.565632015E-2,1.054658055E0
3.730125776E1,-2.122755162E-2,-2.565632015E-2,1.054658055E0
3.730366974E1,-2.244928107E-2,-2.809977904E-2,1.053436279E0
3.730608167E1,-2.244928107E-2,-2.932151034E-2,1.053436279E0
3.730849365E1,-2.244928107E-2,-3.054323979E-2,1.052214622E0
3.731090563E1,-2.122755162E-2,-3.054323979E-2,1.050992846E0
3.731331761E1,-2.122755162E-2,-3.298669681E-2,1.049771070E0
3.731572959E1,-2.367101051E-2,-3.420842811E-2,1.048549414E0
3.731814157E1,-2.122755162E-2,-3.420842811E-2,1.048549414E0
3.732055355E1,-2.244928107E-2,-3.543015569E-2,1.048549414E0
3.732296552E1,-2.122755162E-2,-3.543015569E-2,1.048549414E0
3.732537750E1,-2.122755162E-2,-3.298669681E-2,1.047327638E0
3.732778948E1,-2.122755162E-2,-3.665188700E-2,1.046105981E0
3.733020146E1,-2.122755162E-2,-3.665188700E-2,1.044884205E0
3.733261339E1,-2.122755162E-2,-3.787361458E-2,1.044884205E0
3.733502537E1,-2.000582218E-2,-3.543015569E-2,1.042440772E0
3.733743735E1,-1.878409274E-2,-3.665188700E-2,1.042440772E0
3.733984933E1,-2.122755162E-2,-3.665188700E-2,1.041218996E0
3.734226131E1,-2.000582218E-2,-3.543015569E-2,1.041218996E0
3.734467329E1,-2.000582218E-2,-3.420842811E-2,1.041218996E0
3.734708527E1,-2.000582218E-2,-3.543015569E-2,1.039997339E0
3.734949724E1,-1.878409274E-2,-3.176496923E-2,1.039997339E0
3.735190922E1,-1.756236330E-2,-3.176496923E-2,1.037553787E0
3.735432120E1,-1.878409274E-2,-3.176496923E-2,1.037553787E0
3.735673313E1,-1.878409274E-2,-3.176496923E-2,1.036332130E0
3.735914511E1,-1.878409274E-2,-2.932151034E-2,1.035110354E0
3.736155709E1,-1.878409274E-2,-2.809977904E-2,1.035110354E0
3.736396907E1,-1.634063199E-2,-2.687804960E-2,1.033888698E0
3.736638105E1,-1.756236330E-2,-2.321286127E-2,1.033888698E0
3.736879302E1,-1.756236330E-2,-2.321286127E-2,1.032666922E0
3.737120500E1,-1.756236330E-2,-2.199113183E-2,1.030223489E0
