"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
3.396229379E0,-1.837175786E-1,-1.249829292E0,1.068066502E1
3.398641359E0,-1.397353113E-1,-1.141095400E0,1.067577839E1
3.401053338E0,-1.006399691E-1,-1.021365881E0,1.067089176E1
3.403465265E0,-6.520981342E-2,-8.894191384E-1,1.066967010E1
3.405877244E0,-3.100138716E-2,-7.476984859E-1,1.066722584E1
3.408289223E0,-4.581485991E-4,-6.047561169E-1,1.066478252E1
3.410701150E0,2.153298259E-2,-4.630354941E-1,1.066233921E1
3.413113129E0,4.108065739E-2,-3.225366175E-1,1.065867424E1
3.415525109E0,5.451968312E-2,-1.832594275E-1,1.065867424E1
3.417937036E0,6.551524997E-2,-4.764745384E-2,1.065867424E1
3.420349015E0,7.040216774E-2,8.674279600E-2,1.065745258E1
3.422760994E0,7.406735420E-2,2.211330533E-1,1.065623093E1
3.425172921E0,7.040216774E-2,3.494146466E-1,1.065500927E1
3.427584900E0,6.062832847E-2,4.703658819E-1,1.065623093E1
3.429996879E0,4.841103405E-2,5.790998340E-1,1.065623093E1
3.432408807E0,3.375028074E-2,6.853902936E-1,1.065745258E1
3.434820734E0,1.420260593E-2,7.843503952E-1,1.065867424E1
3.437232765E0,-9.010255337E-3,8.723149300E-1,1.065745258E1
3.439644744E0,-3.588830680E-2,9.431751966E-1,1.065867424E1
3.442056671E0,-6.032289565E-2,1.005483389E0,1.065745258E1
3.444468650E0,-9.086613357E-2,1.067791581E0,1.065867424E1
3.446880629E0,-1.250745654E-1,1.125212908E0,1.065867424E1
3.449292557E0,-1.580612659E-1,1.164308310E0,1.065867424E1
3.451704536E0,-1.898262352E-1,1.185077667E0,1.065745258E1
3.454116515E0,-2.240346521E-1,1.193629742E0,1.065378761E1
3.456528442E0,-2.594648004E-1,1.187521100E0,1.065500927E1
3.458940421E0,-2.924515009E-1,1.161864758E0,1.065256500E1
3.461352400E0,-3.242164850E-1,1.110552192E0,1.065012169E1
3.463764327E0,-3.559814394E-1,1.039691806E0,1.064767838E1
3.466176307E0,-3.877464235E-1,9.602794051E-1,1.064401340E1
3.468588286E0,-4.182896614E-1,8.747583628E-1,1.064279175E1
3.471000213E0,-4.439459741E-1,7.855721116E-1,1.064034843E1
3.473412192E0,-4.696022868E-1,6.902772188E-1,1.063790512E1
3.475824171E0,-4.891499579E-1,5.864301920E-1,1.063423920E1
3.478236150E0,-5.086976290E-1,4.740310609E-1,1.063057423E1
3.480648077E0,-5.221366882E-1,3.494146466E-1,1.062813091E1
3.483060057E0,-5.331322551E-1,2.150243968E-1,1.062690926E1
3.485472036E0,-5.404626131E-1,7.330377400E-2,1.062324429E1
3.487883963E0,-5.429060459E-1,-7.696896046E-2,1.062202263E1
3.490295942E0,-5.392408967E-1,-2.309068888E-1,1.061957836E1
3.492707921E0,-5.306887627E-1,-3.885099888E-1,1.061835670E1
3.495119848E0,-5.172497630E-1,-5.424479246E-1,1.061835670E1
3.497531827E0,-4.977020919E-1,-6.927206516E-1,1.061835670E1
3.499943807E0,-4.720457494E-1,-8.344413042E-1,1.061835670E1
3.502355734E0,-4.402807951E-1,-9.688315392E-1,1.061835670E1
3.504767713E0,-4.024071693E-1,-1.089782715E0,1.062202263E1
3.507179692E0,-3.596466482E-1,-1.200960159E0,1.062568760E1
3.509591619E0,-3.119991720E-1,-1.299920201E0,1.062813091E1
3.512003546E0,-2.619082630E-1,-1.387884736E0,1.063179588E1
3.514415577E0,-2.118173689E-1,-1.469740629E0,1.063546085E1
3.516827557E0,-1.605047137E-1,-1.540601015E0,1.063790512E1
3.519239484E0,-1.055268943E-1,-1.604130864E0,1.064279175E1
3.521651463E0,-5.054906011E-2,-1.656665325E0,1.064279175E1
3.524063390E0,9.315688163E-3,-1.701869249E0,1.064401340E1
3.526475369E0,7.162389904E-2,-1.738521218E0,1.064523506E1
3.528887348E0,1.339320987E-1,-1.761734009E0,1.064523506E1
3.531299327E0,1.974620372E-1,-1.762955785E0,1.064645672E1
3.533711254E0,2.585485280E-1,-1.742186308E0,1.064767838E1
3.536123234E0,3.196350038E-1,-1.705534458E0,1.064645672E1
3.538535213E0,3.758345544E-1,-1.653000116E0,1.064401340E1
3.540947140E0,4.332558513E-1,-1.579696298E0,1.064401340E1
3.543359119E0,4.857902229E-1,-1.492953539E0,1.064279175E1
3.545771098E0,5.322159529E-1,-1.398880363E0,1.063912678E1
3.548183077E0,5.725330114E-1,-1.296255112E0,1.063546085E1
3.550595004E0,6.091849208E-1,-1.187521100E0,1.063423920E1
3.553006984E0,6.409498453E-1,-1.067791581E0,1.063179588E1
3.555418911E0,6.702713966E-1,-9.419534802E-1,1.062813091E1
3.557830890E0,6.910407543E-1,-8.136718869E-1,1.062568760E1
3.560242869E0,7.069232464E-1,-6.927206516E-1,1.062446594E1
3.562654848E0,7.191405892E-1,-5.705476999E-1,1.062080002E1
3.565066775E0,7.252492309E-1,-4.386008978E-1,1.061713505E1
3.567478754E0,7.252492309E-1,-2.956585586E-1,1.061591339E1
3.569890734E0,7.191405892E-1,-1.368337125E-1,1.061347008E1
3.572302661E0,7.069232464E-1,2.687804960E-2,1.061102676E1
3.574714640E0,6.910407543E-1,1.808159798E-1,1.060980511E1
3.577126619E0,6.653844714E-1,3.213148713E-1,1.061102676E1
3.579538546E0,6.287325621E-1,4.508182108E-1,1.061102676E1
3.581950525E0,5.884155035E-1,5.766563416E-1,1.060980511E1
3.584362452E0,5.419898033E-1,6.963858604E-1,1.061102676E1
3.586774432E0,4.882336855E-1,8.038980365E-1,1.060980511E1
3.589186411E0,4.320341051E-1,8.967494965E-1,1.060980511E1
3.591598390E0,3.709476292E-1,9.712749720E-1,1.061224842E1
3.594010317E0,3.110828996E-1,1.037248373E0,1.061469173E1
3.596422296E0,2.475529462E-1,1.099556565E0,1.061347008E1
3.598834275E0,1.779143661E-1,1.160643101E0,1.061347008E1
3.601246254E0,1.082757786E-1,1.214399219E0,1.061224842E1
3.603658182E0,3.985892609E-2,1.257159710E0,1.061102676E1
3.606070161E0,-3.100138716E-2,1.286481261E0,1.060858345E1
3.608482140E0,-1.079703495E-1,1.299920201E0,1.060491848E1
3.610894067E0,-1.873827726E-1,1.301141977E0,1.060247421E1
3.613306046E0,-2.643517256E-1,1.287702918E0,1.060003090E1
3.615718025E0,-3.413206935E-1,1.268155336E0,1.059636593E1
3.618129952E0,-4.195113778E-1,1.232725143E0,1.059270096E1
3.620541932E0,-4.977020919E-1,1.170416951E0,1.058781338E1
3.622953911E0,-5.771145225E-1,1.089782715E0,1.058170509E1
3.625365890E0,-6.540834904E-1,9.957095981E-1,1.057681847E1
3.627777817E0,-7.249437571E-1,8.918625712E-1,1.056948757E1
3.630189796E0,-7.896954417E-1,7.843503952E-1,1.056704426E1
3.632601775E0,-8.495602012E-1,6.609556675E-1,1.056093597E1
3.635013702E0,-9.045380354E-1,5.180133581E-1,1.055727100E1
3.637425682E0,-9.546289444E-1,3.640754223E-1,1.055360508E1
3.639837661E0,-9.973894954E-1,2.199113220E-1,1.054994011E1
3.642249588E0,-1.034041405E0,8.063415438E-2,1.054627514E1
3.644661567E0,-1.059697628E0,-5.864302069E-2,1.054383183E1
3.647073546E0,-1.081688762E0,-2.064722925E-1,1.054016590E1
3.649485473E0,-1.096349597E0,-3.579667509E-1,1.054138851E1
3.651897452E0,-1.106123447E0,-5.119046569E-1,1.054138851E1
3.654309432E0,-1.107345104E0,-6.597339511E-1,1.054261017E1
3.656721359E0,-1.101236463E0,-8.038980365E-1,1.054261017E1
3.659133338E0,-1.086575747E0,-9.419534802E-1,1.054383183E1
3.661545317E0,-1.068249822E0,-1.073900223E0,1.054749680E1
3.663957244E0,-1.045036912E0,-1.203403592E0,1.054871845E1
3.666369223E0,-1.016937137E0,-1.321911335E0,1.054994011E1
3.668781202E0,-9.863939285E-1,-1.436753988E0,1.055360508E1
3.671193182E0,-9.509637356E-1,-1.547931314E0,1.055482674E1
3.673605109E0,-9.069814682E-1,-1.637117624E0,1.055604839E1
3.676017088E0,-8.532254100E-1,-1.692095399E0,1.055727100E1
3.678429067E0,-7.958040833E-1,-1.711643100E0,1.056215763E1
3.680840994E0,-7.359393239E-1,-1.714086533E0,1.056460094E1
3.683252973E0,-6.772963405E-1,-1.710421324E0,1.056704426E1
3.685664952E0,-6.174315810E-1,-1.701869249E0,1.056582260E1
3.688076879E0,-5.575668216E-1,-1.688430309E0,1.056704426E1
3.690488859E0,-4.964803457E-1,-1.671326041E0,1.056948757E1
3.692900838E0,-4.366155863E-1,-1.645669699E0,1.056948757E1
3.695312765E0,-3.730856776E-1,-1.609017849E0,1.056704426E1
3.697724744E0,-3.119991720E-1,-1.563813806E0,1.056704426E1
3.700136723E0,-2.509126961E-1,-1.505170822E0,1.056582260E1
3.702548650E0,-1.910479665E-1,-1.429423571E0,1.056215763E1
3.704960629E0,-1.336266696E-1,-1.336572170E0,1.056215763E1
3.707372609E0,-7.987056673E-2,-1.227838159E0,1.056215763E1
3.709784536E0,-2.733619884E-2,-1.108108759E0,1.055727100E1
3.712196515E0,2.275471389E-2,-9.798271060E-1,1.055604839E1
3.714608494E0,7.284562290E-2,-8.491020203E-1,1.055360508E1
3.717020473E0,1.143844277E-1,-7.147117853E-1,1.055238342E1
3.719432400E0,1.498145908E-1,-5.790998340E-1,1.054871845E1
3.721844379E0,1.803578287E-1,-4.386008978E-1,1.054749680E1
3.724256359E0,2.072358727E-1,-2.993237376E-1,1.054627514E1
3.726668286E0,2.267835438E-1,-1.612683088E-1,1.054383183E1
3.729080265E0,2.438877672E-1,-2.443459071E-2,1.054505348E1
3.731492244E0,2.561050653E-1,1.062904745E-1,1.054505348E1
3.733904171E0,2.622137070E-1,2.357937992E-1,1.054505348E1
3.736316150E0,2.671006322E-1,3.604102135E-1,1.054261017E1
3.738728129E0,2.658788860E-1,4.825831652E-1,1.054383183E1
3.741140057E0,2.573267817E-1,5.974257588E-1,1.054505348E1
3.743552036E0,2.390008420E-1,7.024945021E-1,1.054871845E1
3.745964015E0,2.170097083E-1,7.929024696E-1,1.054871845E1
3.748375994E0,1.950185746E-1,8.674280047E-1,1.054871845E1
3.750787921E0,1.718057245E-1,9.272927642E-1,1.054871845E1
3.753199900E0,1.461493969E-1,9.810488224E-1,1.054871845E1
3.755611879E0,1.204930767E-1,1.026252866E0,1.054994011E1
3.758023807E0,9.605848789E-2,1.058017850E0,1.055238342E1
3.760435786E0,6.551524997E-2,1.082452416E0,1.055238342E1
3.762847765E0,3.619373962E-2,1.091004491E0,1.055116177E1
3.765259692E0,4.428769462E-3,1.086117625E0,1.054749680E1
3.767671671E0,-3.100138716E-2,1.071456790E0,1.054749680E1
3.770083650E0,-6.765327603E-2,1.040913582E0,1.054383183E1
3.772495577E0,-1.006399691E-1,9.993748069E-1,1.054383183E1
3.774907557E0,-1.360701323E-1,9.456186891E-1,1.054261017E1
3.777319536E0,-1.678351015E-1,8.808670044E-1,1.053894424E1
3.779731463E0,-1.983783394E-1,8.087849617E-1,1.053772259E1
3.782143442E0,-2.264781147E-1,7.244856358E-1,1.053405762E1
3.784555421E0,-2.533561587E-1,6.267472506E-1,1.052917099E1
3.786967348E0,-2.814559340E-1,5.216785073E-1,1.052672768E1
3.789379327E0,-3.034470677E-1,4.141663313E-1,1.052428341E1
3.791791307E0,-3.217730224E-1,3.029889166E-1,1.052184010E1
3.794203286E0,-3.376555145E-1,1.832594275E-1,1.051939678E1
3.796615109E0,-3.486510813E-1,5.864302069E-2,1.051573181E1
3.799027192E0,-3.547597229E-1,-7.574722916E-2,1.051328850E1
3.801439171E0,-3.572031856E-1,-2.174678594E-1,1.051206684E1
3.803851098E0,-3.547597229E-1,-3.543015718E-1,1.051206684E1
3.806263077E0,-3.486510813E-1,-4.899135530E-1,1.051206684E1
3.808675057E0,-3.376555145E-1,-6.206386089E-1,1.051206684E1
3.811086984E0,-3.229947388E-1,-7.428115606E-1,1.051206684E1
3.813498911E0,-2.985601723E-1,-8.588758707E-1,1.051328850E1
3.815910942E0,-2.753472924E-1,-9.700532556E-1,1.051451015E1
3.818322869E0,-2.460257858E-1,-1.076343775E0,1.051695347E1
3.820734848E0,-2.167042792E-1,-1.174082160E0,1.051939678E1
3.823146827E0,-1.812741160E-1,-1.264490128E0,1.052184010E1
3.825558754E0,-1.434005052E-1,-1.347567677E0,1.052428341E1
3.827970734E0,-1.043051630E-1,-1.418428063E0,1.052428341E1
3.830382713E0,-6.765327603E-2,-1.483179688E0,1.052550602E1
3.832794692E0,-2.855792828E-2,-1.534492373E0,1.052550602E1
3.835206619E0,1.298087649E-2,-1.567479014E0,1.052794933E1
3.837618598E0,5.696314201E-2,-1.576031089E0,1.052917099E1
3.840030577E0,1.009454057E-1,-1.578474641E0,1.052917099E1
3.842442504E0,1.461493969E-1,-1.573587656E0,1.053039265E1
3.844854484E0,1.901316643E-1,-1.562592149E0,1.052794933E1
3.847266463E0,2.328922004E-1,-1.544266105E0,1.052917099E1
3.849678390E0,2.744309902E-1,-1.518609881E0,1.052794933E1
3.852090369E0,3.123046160E-1,-1.473405838E0,1.052550602E1
3.854502348E0,3.501782417E-1,-1.403767228E0,1.052428341E1
3.856914275E0,3.880518377E-1,-1.306028843E0,1.052184010E1
3.859326254E0,4.222602844E-1,-1.194851518E0,1.051817513E1
3.861738234E0,4.515817761E-1,-1.077565432E0,1.051451015E1
3.864150161E0,4.735729098E-1,-9.553925395E-1,1.051206684E1
3.866562140E0,4.931205809E-1,-8.332195878E-1,1.050840092E1
3.868974119E0,5.053378940E-1,-7.159335017E-1,1.050595760E1
3.871386098E0,5.114465356E-1,-5.937605500E-1,1.050351429E1
3.873798025E0,5.114465356E-1,-4.630354941E-1,1.050229263E1
3.876210004E0,5.053378940E-1,-3.225366175E-1,1.049862766E1
3.878621984E0,4.943423271E-1,-1.685986817E-1,1.049740601E1
3.881033911E0,4.796815813E-1,-1.221729536E-2,1.049496269E1
3.883445890E0,4.589121640E-1,1.368337125E-1,1.049251842E1
3.885857869E0,4.308123887E-1,2.736674249E-1,1.049007511E1
3.888269796E0,3.978256881E-1,4.007273018E-1,1.049007511E1
3.890681775E0,3.562868834E-1,5.204567909E-1,1.049007511E1
3.893093754E0,3.098611534E-1,6.365211010E-1,1.048885345E1
3.895505682E0,2.585485280E-1,7.476984859E-1,1.048885345E1
3.897917609E0,2.047924101E-1,8.527672291E-1,1.048885345E1
3.900329640E0,1.412624866E-1,9.541707635E-1,1.048518848E1
3.902741567E0,7.773254067E-2,1.043357015E0,1.048641014E1
3.905153546E0,8.093958721E-3,1.114217401E0,1.048396683E1
3.907565525E0,-6.276635826E-2,1.170416951E0,1.048396683E1
3.909977452E0,-1.336266696E-1,1.205847025E0,1.048274517E1
3.912389432E0,-2.057087123E-1,1.226616502E0,1.048152351E1
3.914801411E0,-2.838993967E-1,1.231503367E0,1.048030186E1
3.917213338E0,-3.572031856E-1,1.221729517E0,1.047785854E1
3.919625317E0,-4.280634820E-1,1.203403592E0,1.047541428E1
3.922037296E0,-4.989238083E-1,1.164308310E0,1.047419262E1
3.924449275E0,-5.697841048E-1,1.112995625E0,1.047052765E1
3.926861202E0,-6.369792223E-1,1.064126492E0,1.046441936E1
3.929273182E0,-7.017309070E-1,1.016479015E0,1.046197605E1
3.931685161E0,-7.615956664E-1,9.602794051E-1,1.045831013E1
3.934097036E0,-8.226821423E-1,8.772017956E-1,1.045342350E1
3.936509067E0,-8.813251853E-1,7.635809779E-1,1.044975853E1
3.938921046E0,-9.338595271E-1,6.462949514E-1,1.044609356E1
3.941332973E0,-9.839504361E-1,5.216785073E-1,1.044364929E1
3.943744952E0,-1.029154420E0,3.946186602E-1,1.043876266E1
3.946156932E0,-1.067028046E0,2.700022459E-1,1.043509769E1
3.948568859E0,-1.092684388E0,1.404989064E-1,1.043265438E1
3.950980838E0,-1.112232089E0,0.000000000E0,1.043143272E1
3.953392817E0,-1.126892805E0,-1.527161896E-1,1.042898941E1
3.955804796E0,-1.137888312E0,-3.176496923E-1,1.042776680E1
3.958216723E0,-1.143997073E0,-4.825831652E-1,1.042898941E1
3.960628702E0,-1.141553521E0,-6.438514590E-1,1.042776680E1
3.963040682E0,-1.130558014E0,-7.916807532E-1,1.042776680E1
3.965452609E0,-1.109788537E0,-9.297361970E-1,1.043021107E1
3.967864588E0,-1.082910538E0,-1.058017850E0,1.043143272E1
3.970276567E0,-1.049923897E0,-1.165529966E0,1.043387604E1
3.972688494E0,-1.008385062E0,-1.257159710E0,1.043754101E1
3.975100473E0,-9.607375860E-1,-1.337793827E0,1.044364929E1
3.977512452E0,-9.094249606E-1,-1.411097646E0,1.044487190E1
3.979924379E0,-8.520036340E-1,-1.486844897E0,1.044853687E1
3.982336359E0,-7.970257998E-1,-1.562592149E0,1.044975853E1
3.984748338E0,-7.408262491E-1,-1.629787207E0,1.045220184E1
3.987160265E0,-6.809614897E-1,-1.674991250E0,1.045586681E1
3.989572244E0,-6.149880886E-1,-1.689651966E0,1.045708847E1
3.991984223E0,-5.453495383E-1,-1.687208533E0,1.045586681E1
3.994396150E0,-4.732674956E-1,-1.672547817E0,1.045831013E1
3.996808129E0,-4.036289155E-1,-1.655443549E0,1.045953178E1
3.999220109E0,-3.364337683E-1,-1.622456908E0,1.045953178E1
4.001632036E0,-2.729038298E-1,-1.573587656E0,1.046075344E1
4.004044015E0,-2.069304436E-1,-1.513722897E0,1.045953178E1
4.006455994E0,-1.434005052E-1,-1.445306063E0,1.045831013E1
4.008867973E0,-8.109229803E-2,-1.373224020E0,1.045708847E1
4.011279900E0,-2.244928107E-2,-1.293811560E0,1.045586681E1
4.013691879E0,3.375028074E-2,-1.204625368E0,1.045464516E1
4.016103859E0,9.117157012E-2,-1.110552192E0,1.045220184E1
4.018515786E0,1.461493969E-1,-1.011592031E0,1.044853687E1
4.020927765E0,1.962403059E-1,-9.004147053E-1,1.044731522E1
4.023339744E0,2.426660359E-1,-7.806851864E-1,1.044487190E1
4.025751671E0,2.842048407E-1,-6.585122347E-1,1.044364929E1
4.028163598E0,3.196350038E-1,-5.363392830E-1,1.044242764E1
4.030575629E0,3.538434207E-1,-4.092794061E-1,1.043998432E1
4.032987557E0,3.819431961E-1,-2.858847082E-1,1.043754101E1
4.035399536E0,4.051560760E-1,-1.576031148E-1,1.043754101E1
4.037811515E0,4.222602844E-1,-2.932151034E-2,1.043509769E1
4.040223494E0,4.369210303E-1,9.529490769E-2,1.043754101E1
4.042635421E0,4.430296719E-1,2.101374865E-1,1.043509769E1
4.045047400E0,4.442514181E-1,3.164279461E-1,1.043509769E1
4.047459379E0,4.430296719E-1,4.178315103E-1,1.043631935E1
4.049871307E0,4.369210303E-1,5.167915821E-1,1.043509769E1
4.052283286E0,4.259254634E-1,6.108647585E-1,1.043631935E1
4.054695265E0,4.088212550E-1,7.000510097E-1,1.043876266E1
4.057107192E0,3.892735839E-1,7.757982612E-1,1.043876266E1
4.059519171E0,3.721693754E-1,8.381064534E-1,1.043876266E1
4.061931150E0,3.501782417E-1,8.991929293E-1,1.043876266E1
4.064343077E0,3.245218992E-1,9.566142559E-1,1.043998432E1
4.066755057E0,2.939786613E-1,1.000596523E0,1.043998432E1
4.069167036E0,2.658788860E-1,1.026252866E0,1.043998432E1
4.071578963E0,2.365573794E-1,1.044578791E0,1.043998432E1
4.073990942E0,2.035706937E-1,1.055574298E0,1.043876266E1
4.076402921E0,1.644753367E-1,1.054352641E0,1.043754101E1
4.078814848E0,1.241582632E-1,1.039691806E0,1.043631935E1
4.081226827E0,8.139773458E-2,1.009148598E0,1.043387604E1
4.083638807E0,3.863719851E-2,9.627228975E-1,1.043143272E1
4.086050734E0,-4.581485991E-4,9.004147053E-1,1.042898941E1
4.088462713E0,-3.955349326E-2,8.222240210E-1,1.042654514E1
4.090874640E0,-8.109229803E-2,7.318159938E-1,1.042288017E1
4.093286619E0,-1.189659163E-1,6.365211010E-1,1.041921520E1
4.095698598E0,-1.543960720E-1,5.375609994E-1,1.041432858E1
4.098110577E0,-1.861610413E-1,4.386008978E-1,1.041310692E1
4.100522557E0,-2.154825479E-1,3.359756172E-1,1.040821934E1
4.102934484E0,-2.411388755E-1,2.333503515E-1,1.040699768E1
4.105346463E0,-2.643517256E-1,1.258381456E-1,1.040333271E1
4.107758442E0,-2.838993967E-1,9.773836471E-3,1.040211105E1
4.110170369E0,-2.997818887E-1,-1.087339297E-1,1.039844608E1
4.112582348E0,-3.144426346E-1,-2.321286201E-1,1.039722443E1
4.114994327E0,-3.217730224E-1,-3.579667509E-1,1.039722443E1
4.117406254E0,-3.278816640E-1,-4.825831652E-1,1.039600182E1
4.119818234E0,-3.303251266E-1,-6.071996093E-1,1.039600182E1
4.122230213E0,-3.266599476E-1,-7.305942774E-1,1.039355850E1
4.124642140E0,-3.205513060E-1,-8.503237963E-1,1.039355850E1
4.127054119E0,-3.107774556E-1,-9.663881063E-1,1.039355850E1
4.129466098E0,-2.985601723E-1,-1.076343775E0,1.039233685E1
4.131878025E0,-2.826776803E-1,-1.181412458E0,1.039355850E1
4.134290004E0,-2.619082630E-1,-1.275485635E0,1.039478016E1
4.136701984E0,-2.374736816E-1,-1.357341528E0,1.039722443E1
4.139113963E0,-2.032652497E-1,-1.422093153E0,1.039722443E1
4.141525890E0,-1.678351015E-1,-1.470962405E0,1.039844608E1
4.143937869E0,-1.336266696E-1,-1.505170822E0,1.039966774E1
4.146349848E0,-9.941824526E-2,-1.524718523E0,1.040088940E1
4.148761775E0,-6.398808211E-2,-1.530827165E0,1.040088940E1
4.151173754E0,-2.977965772E-2,-1.527161956E0,1.040211105E1
4.153585734E0,5.650499370E-3,-1.513722897E0,1.040211105E1
4.155997661E0,4.108065739E-2,-1.480736256E0,1.039966774E1
4.158409640E0,7.284562290E-2,-1.433088779E0,1.039966774E1
4.160821619E0,1.021671370E-1,-1.372002244E0,1.039844608E1
4.163233546E0,1.302669197E-1,-1.302363753E0,1.039600182E1
4.165645525E0,1.559232324E-1,-1.227838159E0,1.039233685E1
4.168057504E0,1.791360974E-1,-1.137430191E0,1.039111519E1
4.170469484E0,1.986837685E-1,-1.037248373E0,1.038989353E1
4.172881411E0,2.157879770E-1,-9.309579134E-1,1.038622856E1
4.175293338E0,2.280052751E-1,-8.271108866E-1,1.038622856E1
4.177705369E0,2.390008420E-1,-7.232639194E-1,1.038500690E1
4.180117296E0,2.402225733E-1,-6.181951761E-1,1.038134193E1
4.182529275E0,2.402225733E-1,-5.057960153E-1,1.038011932E1
4.184941254E0,2.328922004E-1,-3.897317350E-1,1.038134193E1
4.187353182E0,2.218966335E-1,-2.663370371E-1,1.037889767E1
4.189765161E0,2.072358727E-1,-1.392771751E-1,1.037889767E1
4.192177140E0,1.901316643E-1,-1.588248461E-2,1.037889767E1
4.194589067E0,1.669187993E-1,1.087339297E-1,1.037645435E1
4.197001046E0,1.424842030E-1,2.296851575E-1,1.037645435E1
4.199413025E0,1.119409725E-1,3.433060050E-1,1.037645435E1
4.201824952E0,7.895427197E-2,4.508182108E-1,1.037645435E1
4.204236932E0,4.108065739E-2,5.534434915E-1,1.037767601E1
4.206648911E0,7.635809598E-4,6.511818767E-1,1.037645435E1
4.209060838E0,-4.077522457E-2,7.501419783E-1,1.037767601E1
4.211472817E0,-8.720094711E-2,8.454368711E-1,1.037889767E1
4.213884796E0,-1.336266696E-1,9.370665550E-1,1.037767601E1
4.216296775E0,-1.861610413E-1,1.012813807E0,1.037645435E1
4.218708702E0,-2.411388755E-1,1.070235133E0,1.037645435E1
4.221120682E0,-3.010036349E-1,1.105665207E0,1.037645435E1
4.223532609E0,-3.620901108E-1,1.132543325E0,1.037523270E1
4.225944588E0,-4.256200492E-1,1.154534459E0,1.037278938E1
4.228356567E0,-4.854847789E-1,1.166751742E0,1.037278938E1
4.230768546E0,-5.453495383E-1,1.153312683E0,1.037156773E1
4.233180473E0,-6.039925218E-1,1.120326042E0,1.036912441E1
4.235592452E0,-6.614138484E-1,1.066569924E0,1.036545944E1
4.238004432E0,-7.176133990E-1,9.957095981E-1,1.036057186E1
4.240416359E0,-7.677043080E-1,9.236275554E-1,1.035935020E1
4.242828338E0,-8.177952170E-1,8.552106619E-1,1.035690689E1
4.245240317E0,-8.642209172E-1,7.672461867E-1,1.035446358E1
4.247652244E0,-9.033163190E-1,6.585122347E-1,1.034835434E1
4.250064223E0,-9.387464523E-1,5.363392830E-1,1.034591103E1
4.252476202E0,-9.668462276E-1,4.092794061E-1,1.034224606E1
4.254888129E0,-9.900590777E-1,2.748891413E-1,1.033858109E1
4.257300109E0,-1.003498077E0,1.453858167E-1,1.033735943E1
4.259712088E0,-1.009606719E0,2.321286127E-2,1.033735943E1
4.262124015E0,-1.013271928E0,-1.001818255E-1,1.033491611E1
4.264535994E0,-1.012050271E0,-2.223547846E-1,1.033369446E1
4.266947973E0,-1.007163286E0,-3.469711840E-1,1.033491611E1
4.269359952E0,-9.998329282E-1,-4.691441655E-1,1.033369446E1
4.271771879E0,-9.863939285E-1,-5.888736248E-1,1.033369446E1
4.274183859E0,-9.644027948E-1,-7.049379349E-1,1.033491611E1
4.276595838E0,-9.387464523E-1,-8.210022449E-1,1.033491611E1
4.279007765E0,-9.033163190E-1,-9.321796298E-1,1.033858109E1
4.281419744E0,-8.666644096E-1,-1.032361507E0,1.033980274E1
4.283831723E0,-8.239038587E-1,-1.121547699E0,1.034102440E1
4.286243650E0,-7.774781585E-1,-1.202181935E0,1.034224606E1
4.288655629E0,-7.286089659E-1,-1.273042202E0,1.034346771E1
4.291067609E0,-6.797397733E-1,-1.339015603E0,1.034713268E1
4.293479536E0,-6.284271479E-1,-1.403767228E0,1.034957695E1
4.295891515E0,-5.783362389E-1,-1.469740629E0,1.035202026E1
4.298303494E0,-5.233584046E-1,-1.534492373E0,1.035202026E1
4.300715421E0,-4.586067200E-1,-1.577252865E0,1.035446358E1
4.303127400E0,-3.865246773E-1,-1.596800566E0,1.035568523E1
4.305539379E0,-3.132209182E-1,-1.607796073E0,1.035690689E1
4.307951307E0,-2.411388755E-1,-1.617569923E0,1.035690689E1
4.310363286E0,-1.702785641E-1,-1.612683058E0,1.035568523E1
4.312775265E0,-1.006399691E-1,-1.601687431E0,1.035690689E1
4.315187244E0,-3.344484791E-2,-1.569922447E0,1.035812855E1
4.317599171E0,3.497200832E-2,-1.518609881E0,1.035568523E1
4.320011150E0,1.070540547E-1,-1.448971272E0,1.035446358E1
4.322423129E0,1.779143661E-1,-1.361006737E0,1.035202026E1
4.324835057E0,2.475529462E-1,-1.264490128E0,1.035202026E1
4.327247036E0,3.086394370E-1,-1.164308310E0,1.035079861E1
4.329659015E0,3.611738086E-1,-1.055574298E0,1.035079861E1
4.332070942E0,4.075995386E-1,-9.370665550E-1,1.034713268E1
4.334482921E0,4.552469850E-1,-8.063415289E-1,1.034713268E1
4.336894900E0,4.980075061E-1,-6.731730103E-1,1.034468937E1
4.339306827E0,5.309942365E-1,-5.363392830E-1,1.034468937E1
4.341718807E0,5.590940118E-1,-3.995055556E-1,1.034346771E1
4.344130786E0,5.798633695E-1,-2.663370371E-1,1.034224606E1
4.346542713E0,5.957458615E-1,-1.331685185E-1,1.034102440E1
4.348954692E0,6.067414284E-1,0.000000000E0,1.034102440E1
4.351366671E0,6.152935624E-1,1.282816082E-1,1.034224606E1
4.353778598E0,6.165152788E-1,2.565632164E-1,1.034102440E1
4.356190577E0,6.128500700E-1,3.787361681E-1,1.034224606E1
4.358602557E0,5.994110703E-1,4.935787320E-1,1.034102440E1
4.361014484E0,5.786416531E-1,6.035344005E-1,1.034224606E1
4.363426463E0,5.542070866E-1,6.963858604E-1,1.034346771E1
4.365838442E0,5.285507441E-1,7.770199776E-1,1.034346771E1
