"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.144549021E1,-3.541377485E-1,-2.019542217E0,9.820143700E0
2.144790219E1,-3.493520916E-1,-2.033899307E0,9.815358162E0
2.145031417E1,-3.493520916E-1,-2.009970903E0,9.829715729E0
2.145272615E1,-3.206382394E-1,-2.009970903E0,9.844072342E0
2.145513813E1,-3.158525825E-1,-1.995614052E0,9.868000984E0
2.145755006E1,-3.349951804E-1,-2.005185366E0,9.844072342E0
2.145996204E1,-3.493520916E-1,-2.067398787E0,9.824930191E0
2.146237402E1,-3.589234054E-1,-2.076970100E0,9.810572624E0
2.146478599E1,-3.302095234E-1,-2.081755638E0,9.829715729E0
2.146719792E1,-3.158525825E-1,-2.072184324E0,9.820143700E0
2.146960990E1,-3.397808075E-1,-2.057827473E0,9.834501266E0
2.147202188E1,-3.445664644E-1,-2.067398787E0,9.844072342E0
2.147443386E1,-3.445664644E-1,-2.062613010E0,9.844072342E0
2.147684584E1,-3.254238665E-1,-2.033899307E0,9.834501266E0
2.147925776E1,-3.445664644E-1,-2.033899307E0,9.848857880E0
2.148166974E1,-3.780659735E-1,-2.033899307E0,9.858428955E0
2.148408172E1,-3.684946895E-1,-2.033899307E0,9.848857880E0
2.148649370E1,-3.828516304E-1,-2.048256159E0,9.863214493E0
2.148890568E1,-3.684946895E-1,-2.067398787E0,9.848857880E0
2.149131761E1,-3.637090325E-1,-2.067398787E0,9.872786522E0
2.149372959E1,-3.876372576E-1,-2.062613010E0,9.872786522E0
2.149614157E1,-3.876372576E-1,-2.048256159E0,9.868000984E0
2.149855355E1,-3.828516304E-1,-2.053041935E0,9.863214493E0
2.150096547E1,-3.637090325E-1,-2.057827473E0,9.858428955E0
2.150337745E1,-3.589234054E-1,-2.072184324E0,9.858428955E0
2.150578943E1,-3.828516304E-1,-2.076970100E0,9.868000984E0
2.150820141E1,-3.732803464E-1,-2.081755638E0,9.872786522E0
2.151061339E1,-3.732803464E-1,-2.105684042E0,9.863214493E0
2.151302532E1,-3.828516304E-1,-2.081755638E0,9.868000984E0
2.151543730E1,-3.684946895E-1,-2.091326952E0,9.853643417E0
2.151784928E1,-3.589234054E-1,-2.067398787E0,9.863214493E0
2.152026125E1,-3.637090325E-1,-2.057827473E0,9.868000984E0
2.152267323E1,-3.780659735E-1,-2.062613010E0,9.882357597E0
2.152508516E1,-3.637090325E-1,-2.053041935E0,9.872786522E0
2.152749714E1,-3.493520916E-1,-2.043470621E0,9.882357597E0
2.152990912E1,-3.589234054E-1,-2.029113531E0,9.882357597E0
2.153232110E1,-3.828516304E-1,-2.009970903E0,9.887143135E0
2.153473308E1,-3.684946895E-1,-2.014756680E0,9.906285286E0
2.153714500E1,-3.589234054E-1,-2.024327993E0,9.891928673E0
2.153955698E1,-3.397808075E-1,-2.019542217E0,9.896714211E0
2.154196896E1,-3.206382394E-1,-2.033899307E0,9.891928673E0
2.154438094E1,-3.397808075E-1,-2.024327993E0,9.882357597E0
2.154679292E1,-3.254238665E-1,-2.019542217E0,9.887143135E0
2.154920485E1,-3.014956415E-1,-2.019542217E0,9.887143135E0
2.155161683E1,-3.158525825E-1,-2.043470621E0,9.882357597E0
2.155402881E1,-3.062812984E-1,-2.038684845E0,9.872786522E0
2.155644079E1,-3.254238665E-1,-2.033899307E0,9.882357597E0
2.155885276E1,-3.206382394E-1,-2.053041935E0,9.863214493E0
2.156126469E1,-3.254238665E-1,-2.053041935E0,9.868000984E0
2.156367667E1,-3.349951804E-1,-2.038684845E0,9.877572060E0
2.156608865E1,-3.014956415E-1,-2.067398787E0,9.863214493E0
2.156850063E1,-3.062812984E-1,-2.076970100E0,9.853643417E0
2.157091256E1,-3.014956415E-1,-2.086541414E0,9.848857880E0
2.157332454E1,-3.014956415E-1,-2.057827473E0,9.844072342E0
2.157573652E1,-3.158525825E-1,-2.067398787E0,9.834501266E0
2.157814849E1,-3.158525825E-1,-2.053041935E0,9.853643417E0
2.158056047E1,-3.014956415E-1,-2.086541414E0,9.868000984E0
2.158297240E1,-3.014956415E-1,-2.076970100E0,9.848857880E0
2.158538433E1,-3.110669553E-1,-2.096112728E0,9.848857880E0
2.158779636E1,-3.349951804E-1,-2.076970100E0,9.858428955E0
2.159020834E1,-3.014956415E-1,-2.081755638E0,9.853643417E0
2.159262032E1,-3.158525825E-1,-2.096112728E0,9.848857880E0
2.159503224E1,-3.110669553E-1,-2.067398787E0,9.858428955E0
2.159744422E1,-3.206382394E-1,-2.072184324E0,9.848857880E0
2.159985620E1,-3.206382394E-1,-2.076970100E0,9.853643417E0
2.160226818E1,-3.110669553E-1,-2.086541414E0,9.853643417E0
2.160468016E1,-3.302095234E-1,-2.081755638E0,9.863214493E0
2.160709209E1,-3.445664644E-1,-2.091326952E0,9.853643417E0
2.160950407E1,-3.349951804E-1,-2.072184324E0,9.844072342E0
2.161191605E1,-3.349951804E-1,-2.067398787E0,9.848857880E0
2.161432803E1,-3.349951804E-1,-2.067398787E0,9.848857880E0
2.161674000E1,-3.445664644E-1,-2.067398787E0,9.848857880E0
2.161915193E1,-3.302095234E-1,-2.057827473E0,9.839286804E0
2.162156391E1,-3.254238665E-1,-2.062613010E0,9.829715729E0
2.162397589E1,-3.158525825E-1,-2.062613010E0,9.829715729E0
2.162638787E1,-3.110669553E-1,-2.096112728E0,9.834501266E0
2.162879980E1,-3.349951804E-1,-2.110469580E0,9.829715729E0
2.163121178E1,-3.445664644E-1,-2.120040894E0,9.839286804E0
2.163362375E1,-3.541377485E-1,-2.100898266E0,9.829715729E0
2.163603573E1,-3.493520916E-1,-2.100898266E0,9.810572624E0
2.163844771E1,-3.493520916E-1,-2.091326952E0,9.829715729E0
2.164085969E1,-3.254238665E-1,-2.096112728E0,9.834501266E0
2.164327162E1,-3.158525825E-1,-2.057827473E0,9.853643417E0
2.164568360E1,-3.349951804E-1,-2.072184324E0,9.844072342E0
2.164809553E1,-3.349951804E-1,-2.076970100E0,9.824930191E0
2.165050756E1,-3.349951804E-1,-2.067398787E0,9.834501266E0
2.165291948E1,-3.493520916E-1,-2.053041935E0,9.848857880E0
2.165533146E1,-3.397808075E-1,-2.057827473E0,9.839286804E0
2.165774344E1,-3.397808075E-1,-2.053041935E0,9.844072342E0
2.166015542E1,-3.589234054E-1,-2.033899307E0,9.839286804E0
2.166256740E1,-3.302095234E-1,-2.033899307E0,9.844072342E0
2.166497933E1,-3.302095234E-1,-2.053041935E0,9.839286804E0
2.166739131E1,-3.349951804E-1,-2.053041935E0,9.839286804E0
2.166980329E1,-3.397808075E-1,-2.067398787E0,9.834501266E0
2.167221521E1,-3.445664644E-1,-2.067398787E0,9.844072342E0
2.167462724E1,-3.158525825E-1,-2.053041935E0,9.844072342E0
2.167703917E1,-3.014956415E-1,-2.057827473E0,9.834501266E0
2.167945115E1,-3.110669553E-1,-2.038684845E0,9.844072342E0
2.168186313E1,-3.158525825E-1,-2.038684845E0,9.844072342E0
2.168427511E1,-3.254238665E-1,-2.048256159E0,9.829715729E0
2.168668709E1,-3.302095234E-1,-2.053041935E0,9.820143700E0
2.168909902E1,-2.967100143E-1,-2.062613010E0,9.834501266E0
2.169151099E1,-3.014956415E-1,-2.091326952E0,9.820143700E0
2.169392297E1,-3.014956415E-1,-2.081755638E0,9.829715729E0
2.169633495E1,-2.775674164E-1,-2.086541414E0,9.834501266E0
2.169874688E1,-2.919243574E-1,-2.086541414E0,9.829715729E0
2.170115886E1,-2.727817893E-1,-2.091326952E0,9.829715729E0
2.170357079E1,-2.536391914E-1,-2.129612207E0,9.834501266E0
2.170598282E1,-2.536391914E-1,-2.115255117E0,9.824930191E0
2.170839480E1,-2.919243574E-1,-2.120040894E0,9.829715729E0
2.171080672E1,-2.871387303E-1,-2.120040894E0,9.844072342E0
2.171321870E1,-2.727817893E-1,-2.115255117E0,9.848857880E0
2.171563068E1,-2.632105052E-1,-2.091326952E0,9.834501266E0
2.171804266E1,-2.775674164E-1,-2.115255117E0,9.834501266E0
2.172045464E1,-2.727817893E-1,-2.115255117E0,9.820143700E0
2.172286657E1,-2.871387303E-1,-2.124826431E0,9.829715729E0
2.172527855E1,-2.679961324E-1,-2.115255117E0,9.848857880E0
2.172769052E1,-2.871387303E-1,-2.100898266E0,9.839286804E0
2.173010250E1,-2.967100143E-1,-2.129612207E0,9.834501266E0
2.173251448E1,-3.014956415E-1,-2.105684042E0,9.829715729E0
2.173492641E1,-2.967100143E-1,-2.115255117E0,9.834501266E0
2.173733839E1,-3.014956415E-1,-2.124826431E0,9.853643417E0
2.173975037E1,-2.919243574E-1,-2.100898266E0,9.858428955E0
2.174216235E1,-2.871387303E-1,-2.110469580E0,9.848857880E0
2.174457433E1,-2.919243574E-1,-2.115255117E0,9.848857880E0
2.174698625E1,-3.062812984E-1,-2.134397745E0,9.858428955E0
2.174939823E1,-3.110669553E-1,-2.139183521E0,9.853643417E0
2.175181021E1,-2.919243574E-1,-2.139183521E0,9.853643417E0
2.175422219E1,-3.397808075E-1,-2.124826431E0,9.853643417E0
2.175663417E1,-3.493520916E-1,-2.105684042E0,9.858428955E0
2.175904610E1,-3.397808075E-1,-2.105684042E0,9.863214493E0
2.176145808E1,-3.254238665E-1,-2.124826431E0,9.872786522E0
2.176387006E1,-3.206382394E-1,-2.129612207E0,9.868000984E0
2.176628204E1,-3.110669553E-1,-2.124826431E0,9.868000984E0
2.176869402E1,-3.062812984E-1,-2.153540373E0,9.877572060E0
2.177110589E1,-3.110669553E-1,-2.143969059E0,9.868000984E0
2.177351792E1,-3.302095234E-1,-2.134397745E0,9.868000984E0
2.177592990E1,-3.349951804E-1,-2.120040894E0,9.863214493E0
2.177834188E1,-3.493520916E-1,-2.129612207E0,9.848857880E0
2.178075386E1,-3.493520916E-1,-2.143969059E0,9.863214493E0
2.178316579E1,-3.254238665E-1,-2.120040894E0,9.882357597E0
2.178557777E1,-3.254238665E-1,-2.100898266E0,9.868000984E0
2.178798974E1,-3.110669553E-1,-2.100898266E0,9.863214493E0
2.179040172E1,-3.206382394E-1,-2.120040894E0,9.858428955E0
2.179281365E1,-3.206382394E-1,-2.124826431E0,9.858428955E0
2.179522563E1,-3.158525825E-1,-2.139183521E0,9.853643417E0
2.179763761E1,-3.062812984E-1,-2.115255117E0,9.863214493E0
2.180004959E1,-3.349951804E-1,-2.134397745E0,9.868000984E0
2.180246157E1,-3.589234054E-1,-2.139183521E0,9.863214493E0
2.180487349E1,-3.493520916E-1,-2.129612207E0,9.863214493E0
2.180728547E1,-3.445664644E-1,-2.120040894E0,9.863214493E0
2.180969745E1,-3.302095234E-1,-2.120040894E0,9.853643417E0
2.181210943E1,-3.302095234E-1,-2.129612207E0,9.848857880E0
2.181452141E1,-3.349951804E-1,-2.124826431E0,9.858428955E0
2.181693334E1,-3.445664644E-1,-2.105684042E0,9.872786522E0
2.181934532E1,-3.637090325E-1,-2.124826431E0,9.872786522E0
2.182175730E1,-3.637090325E-1,-2.129612207E0,9.858428955E0
2.182416928E1,-3.493520916E-1,-2.110469580E0,9.858428955E0
2.182658125E1,-3.349951804E-1,-2.120040894E0,9.858428955E0
2.182899318E1,-3.302095234E-1,-2.115255117E0,9.858428955E0
2.183140516E1,-3.158525825E-1,-2.139183521E0,9.844072342E0
2.183381714E1,-3.062812984E-1,-2.148754835E0,9.853643417E0
2.183622912E1,-3.302095234E-1,-2.148754835E0,9.853643417E0
2.183864110E1,-3.302095234E-1,-2.105684042E0,9.848857880E0
2.184105302E1,-3.397808075E-1,-2.110469580E0,9.848857880E0
2.184346500E1,-3.158525825E-1,-2.129612207E0,9.853643417E0
2.184587698E1,-2.919243574E-1,-2.153540373E0,9.834501266E0
2.184828896E1,-2.775674164E-1,-2.134397745E0,9.848857880E0
2.185070094E1,-3.062812984E-1,-2.129612207E0,9.858428955E0
2.185311287E1,-3.493520916E-1,-2.134397745E0,9.868000984E0
2.185552485E1,-3.541377485E-1,-2.110469580E0,9.839286804E0
2.185793683E1,-3.397808075E-1,-2.115255117E0,9.858428955E0
2.186034881E1,-3.445664644E-1,-2.124826431E0,9.858428955E0
2.186276079E1,-3.397808075E-1,-2.120040894E0,9.834501266E0
2.186517271E1,-3.493520916E-1,-2.110469580E0,9.844072342E0
2.186758469E1,-3.254238665E-1,-2.124826431E0,9.853643417E0
2.186999667E1,-3.302095234E-1,-2.124826431E0,9.839286804E0
2.187240865E1,-3.397808075E-1,-2.134397745E0,9.824930191E0
2.187482063E1,-3.589234054E-1,-2.153540373E0,9.844072342E0
2.187723256E1,-3.493520916E-1,-2.134397745E0,9.844072342E0
2.187964454E1,-3.397808075E-1,-2.129612207E0,9.839286804E0
2.188205652E1,-3.637090325E-1,-2.167897224E0,9.844072342E0
2.188446849E1,-3.732803464E-1,-2.153540373E0,9.848857880E0
2.188688047E1,-3.924229145E-1,-2.148754835E0,9.834501266E0
2.188929240E1,-3.637090325E-1,-2.153540373E0,9.839286804E0
2.189170438E1,-3.589234054E-1,-2.172683001E0,9.824930191E0
2.189411636E1,-3.445664644E-1,-2.187039852E0,9.824930191E0
2.189652834E1,-3.445664644E-1,-2.182254314E0,9.829715729E0
2.189894032E1,-3.828516304E-1,-2.182254314E0,9.829715729E0
2.190135224E1,-4.019941986E-1,-2.177468538E0,9.820143700E0
2.190376422E1,-3.876372576E-1,-2.158325911E0,9.815358162E0
2.190617615E1,-3.780659735E-1,-2.172683001E0,9.815358162E0
2.190858818E1,-3.541377485E-1,-2.182254314E0,9.824930191E0
2.191100011E1,-3.684946895E-1,-2.148754835E0,9.844072342E0
2.191341209E1,-3.780659735E-1,-2.129612207E0,9.848857880E0
2.191582407E1,-3.732803464E-1,-2.129612207E0,9.868000984E0
2.191823605E1,-3.780659735E-1,-2.134397745E0,9.844072342E0
2.192064803E1,-3.924229145E-1,-2.139183521E0,9.824930191E0
2.192306000E1,-3.876372576E-1,-2.134397745E0,9.820143700E0
2.192547193E1,-3.924229145E-1,-2.110469580E0,9.820143700E0
2.192788391E1,-3.972085714E-1,-2.110469580E0,9.834501266E0
2.193029589E1,-3.589234054E-1,-2.134397745E0,9.844072342E0
2.193270787E1,-3.684946895E-1,-2.143969059E0,9.848857880E0
2.193511980E1,-3.684946895E-1,-2.139183521E0,9.834501266E0
2.193753178E1,-3.780659735E-1,-2.158325911E0,9.844072342E0
2.193994375E1,-3.828516304E-1,-2.143969059E0,9.834501266E0
2.194235573E1,-3.828516304E-1,-2.124826431E0,9.853643417E0
2.194476771E1,-3.828516304E-1,-2.129612207E0,9.872786522E0
2.194717969E1,-3.876372576E-1,-2.139183521E0,9.853643417E0
2.194959162E1,-3.828516304E-1,-2.148754835E0,9.853643417E0
2.195200360E1,-3.493520916E-1,-2.153540373E0,9.853643417E0
2.195441558E1,-3.684946895E-1,-2.115255117E0,9.853643417E0
2.195682756E1,-3.541377485E-1,-2.139183521E0,9.853643417E0
2.195923948E1,-3.589234054E-1,-2.139183521E0,9.858428955E0
2.196165146E1,-3.876372576E-1,-2.120040894E0,9.839286804E0
2.196406344E1,-3.780659735E-1,-2.105684042E0,9.844072342E0
2.196647542E1,-3.684946895E-1,-2.129612207E0,9.848857880E0
2.196888740E1,-3.828516304E-1,-2.134397745E0,9.844072342E0
2.197129933E1,-3.972085714E-1,-2.143969059E0,9.848857880E0
2.197371131E1,-3.828516304E-1,-2.129612207E0,9.834501266E0
2.197612329E1,-3.828516304E-1,-2.124826431E0,9.848857880E0
2.197853526E1,-3.924229145E-1,-2.124826431E0,9.863214493E0
2.198094724E1,-3.828516304E-1,-2.143969059E0,9.858428955E0
2.198335917E1,-3.876372576E-1,-2.143969059E0,9.858428955E0
2.198577110E1,-3.876372576E-1,-2.143969059E0,9.863214493E0
2.198818313E1,-3.684946895E-1,-2.134397745E0,9.844072342E0
2.199059511E1,-4.067798555E-1,-2.143969059E0,9.848857880E0
2.199300709E1,-3.924229145E-1,-2.167897224E0,9.853643417E0
2.199541902E1,-3.780659735E-1,-2.172683001E0,9.858428955E0
2.199783099E1,-3.828516304E-1,-2.163111687E0,9.853643417E0
2.200024297E1,-3.828516304E-1,-2.163111687E0,9.858428955E0
2.200265495E1,-3.780659735E-1,-2.148754835E0,9.848857880E0
2.200506693E1,-3.732803464E-1,-2.134397745E0,9.872786522E0
2.200747886E1,-3.924229145E-1,-2.158325911E0,9.872786522E0
2.200989084E1,-3.780659735E-1,-2.139183521E0,9.853643417E0
2.201230282E1,-3.972085714E-1,-2.158325911E0,9.853643417E0
2.201471480E1,-4.019941986E-1,-2.163111687E0,9.858428955E0
2.201712678E1,-4.115654826E-1,-2.158325911E0,9.844072342E0
2.201953870E1,-4.163511395E-1,-2.158325911E0,9.853643417E0
2.202195068E1,-4.067798555E-1,-2.143969059E0,9.872786522E0
2.202436266E1,-4.067798555E-1,-2.143969059E0,9.872786522E0
2.202677464E1,-4.115654826E-1,-2.129612207E0,9.863214493E0
2.202918662E1,-4.115654826E-1,-2.139183521E0,9.872786522E0
2.203159855E1,-4.307080805E-1,-2.158325911E0,9.887143135E0
2.203401053E1,-4.163511395E-1,-2.158325911E0,9.872786522E0
2.203642245E1,-4.307080805E-1,-2.134397745E0,9.853643417E0
2.203883448E1,-4.450650215E-1,-2.143969059E0,9.853643417E0
2.204124646E1,-4.402793646E-1,-2.153540373E0,9.858428955E0
2.204365839E1,-4.354937077E-1,-2.143969059E0,9.863214493E0
2.204607037E1,-4.211367965E-1,-2.143969059E0,9.868000984E0
2.204848235E1,-4.259224236E-1,-2.153540373E0,9.868000984E0
2.205089433E1,-4.546363056E-1,-2.143969059E0,9.868000984E0
2.205330631E1,-4.546363056E-1,-2.143969059E0,9.863214493E0
2.205571818E1,-4.402793646E-1,-2.134397745E0,9.848857880E0
2.205813021E1,-4.307080805E-1,-2.129612207E0,9.834501266E0
2.206054219E1,-4.354937077E-1,-2.110469580E0,9.858428955E0
2.206295417E1,-4.354937077E-1,-2.134397745E0,9.844072342E0
2.206536615E1,-4.594219327E-1,-2.134397745E0,9.868000984E0
2.206777808E1,-4.689932466E-1,-2.120040894E0,9.868000984E0
2.207019006E1,-4.498506486E-1,-2.105684042E0,9.863214493E0
2.207260204E1,-4.594219327E-1,-2.105684042E0,9.863214493E0
2.207501402E1,-4.594219327E-1,-2.124826431E0,9.858428955E0
2.207742594E1,-4.785645306E-1,-2.105684042E0,9.853643417E0
2.207983792E1,-4.737788737E-1,-2.091326952E0,9.853643417E0
2.208224990E1,-4.785645306E-1,-2.115255117E0,9.834501266E0
2.208466188E1,-4.546363056E-1,-2.120040894E0,9.848857880E0
2.208707386E1,-4.546363056E-1,-2.105684042E0,9.858428955E0
2.208948579E1,-4.594219327E-1,-2.115255117E0,9.863214493E0
2.209189777E1,-4.498506486E-1,-2.120040894E0,9.839286804E0
2.209430974E1,-4.594219327E-1,-2.124826431E0,9.839286804E0
2.209672172E1,-4.689932466E-1,-2.100898266E0,9.848857880E0
2.209913370E1,-4.546363056E-1,-2.086541414E0,9.839286804E0
2.210154563E1,-4.546363056E-1,-2.081755638E0,9.839286804E0
2.210395761E1,-4.737788737E-1,-2.115255117E0,9.844072342E0
2.210636959E1,-4.785645306E-1,-2.091326952E0,9.848857880E0
2.210878157E1,-4.833501875E-1,-2.110469580E0,9.844072342E0
2.211119355E1,-4.785645306E-1,-2.096112728E0,9.848857880E0
2.211360547E1,-4.689932466E-1,-2.072184324E0,9.853643417E0
2.211601745E1,-4.594219327E-1,-2.081755638E0,9.834501266E0
2.211842943E1,-4.642075896E-1,-2.086541414E0,9.834501266E0
2.212084141E1,-4.689932466E-1,-2.105684042E0,9.829715729E0
2.212325339E1,-4.737788737E-1,-2.081755638E0,9.834501266E0
2.212566537E1,-4.785645306E-1,-2.086541414E0,9.829715729E0
2.212807730E1,-4.785645306E-1,-2.076970100E0,9.829715729E0
2.213048928E1,-4.785645306E-1,-2.076970100E0,9.824930191E0
2.213290125E1,-4.642075896E-1,-2.086541414E0,9.824930191E0
2.213531323E1,-4.594219327E-1,-2.067398787E0,9.834501266E0
2.213772516E1,-4.689932466E-1,-2.096112728E0,9.848857880E0
2.214013714E1,-4.546363056E-1,-2.067398787E0,9.839286804E0
2.214254907E1,-4.594219327E-1,-2.029113531E0,9.834501266E0
2.214496110E1,-4.642075896E-1,-2.038684845E0,9.829715729E0
2.214737308E1,-4.546363056E-1,-2.024327993E0,9.839286804E0
2.214978506E1,-4.642075896E-1,-2.048256159E0,9.844072342E0
2.215219698E1,-4.737788737E-1,-2.076970100E0,9.824930191E0
2.215460896E1,-4.642075896E-1,-2.076970100E0,9.839286804E0
2.215702094E1,-4.546363056E-1,-2.067398787E0,9.829715729E0
2.215943292E1,-4.689932466E-1,-2.076970100E0,9.829715729E0
2.216184485E1,-4.929214716E-1,-2.081755638E0,9.829715729E0
2.216425683E1,-4.737788737E-1,-2.076970100E0,9.834501266E0
2.216666881E1,-4.689932466E-1,-2.062613010E0,9.839286804E0
2.216908079E1,-4.881358147E-1,-2.072184324E0,9.844072342E0
2.217149276E1,-4.642075896E-1,-2.091326952E0,9.848857880E0
2.217390474E1,-4.498506486E-1,-2.072184324E0,9.848857880E0
2.217631667E1,-4.402793646E-1,-2.067398787E0,9.834501266E0
2.217872865E1,-4.594219327E-1,-2.053041935E0,9.834501266E0
2.218114063E1,-4.689932466E-1,-2.062613010E0,9.863214493E0
2.218355261E1,-4.689932466E-1,-2.038684845E0,9.853643417E0
2.218596448E1,-4.642075896E-1,-2.038684845E0,9.839286804E0
2.218837652E1,-4.977070987E-1,-2.067398787E0,9.848857880E0
2.219078849E1,-4.977070987E-1,-2.057827473E0,9.839286804E0
2.219320047E1,-4.929214716E-1,-2.053041935E0,9.844072342E0
2.219561245E1,-5.024927258E-1,-2.014756680E0,9.834501266E0
2.219802438E1,-4.785645306E-1,-2.005185366E0,9.848857880E0
2.220043636E1,-4.689932466E-1,-2.014756680E0,9.868000984E0
2.220284834E1,-4.785645306E-1,-2.024327993E0,9.868000984E0
2.220526032E1,-4.833501875E-1,-2.043470621E0,9.853643417E0
2.220767230E1,-4.689932466E-1,-2.053041935E0,9.834501266E0
2.221008422E1,-4.642075896E-1,-2.053041935E0,9.820143700E0
2.221249620E1,-4.785645306E-1,-2.038684845E0,9.839286804E0
2.221490818E1,-4.689932466E-1,-2.048256159E0,9.848857880E0
2.221732016E1,-4.785645306E-1,-2.029113531E0,9.853643417E0
2.221973214E1,-4.881358147E-1,-2.048256159E0,9.853643417E0
2.222214407E1,-5.024927258E-1,-2.029113531E0,9.848857880E0
2.222455605E1,-4.977070987E-1,-2.043470621E0,9.844072342E0
2.222696802E1,-4.785645306E-1,-2.038684845E0,9.853643417E0
2.222938000E1,-4.642075896E-1,-2.043470621E0,9.844072342E0
2.223179198E1,-5.024927258E-1,-2.043470621E0,9.844072342E0
2.223420396E1,-4.881358147E-1,-2.043470621E0,9.839286804E0
2.223661589E1,-4.977070987E-1,-2.009970903E0,9.844072342E0
2.223902787E1,-4.977070987E-1,-2.024327993E0,9.834501266E0
2.224143985E1,-4.689932466E-1,-2.019542217E0,9.853643417E0
2.224385183E1,-4.785645306E-1,-2.029113531E0,9.848857880E0
2.224626381E1,-5.072783828E-1,-2.009970903E0,9.844072342E0
2.224867573E1,-5.072783828E-1,-1.990828395E0,9.853643417E0
2.225108771E1,-5.072783828E-1,-2.019542217E0,9.853643417E0
2.225349969E1,-4.737788737E-1,-2.009970903E0,9.853643417E0
2.225591167E1,-4.929214716E-1,-2.019542217E0,9.839286804E0
2.225832365E1,-4.977070987E-1,-2.005185366E0,9.844072342E0
2.226073558E1,-4.785645306E-1,-2.009970903E0,9.868000984E0
2.226314756E1,-4.737788737E-1,-2.014756680E0,9.868000984E0
2.226555954E1,-4.881358147E-1,-2.019542217E0,9.863214493E0
2.226797152E1,-5.024927258E-1,-2.014756680E0,9.868000984E0
2.227038344E1,-4.977070987E-1,-1.990828395E0,9.853643417E0
2.227279542E1,-4.689932466E-1,-2.009970903E0,9.848857880E0
2.227520740E1,-4.689932466E-1,-2.005185366E0,9.853643417E0
2.227761938E1,-4.737788737E-1,-2.000399828E0,9.868000984E0
2.228003136E1,-4.833501875E-1,-1.957328916E0,9.858428955E0
2.228244329E1,-4.881358147E-1,-1.981257200E0,9.863214493E0
2.228485526E1,-4.642075896E-1,-1.986042738E0,9.858428955E0
2.228726724E1,-4.642075896E-1,-2.033899307E0,9.844072342E0
2.228967922E1,-4.642075896E-1,-2.038684845E0,9.848857880E0
2.229209120E1,-4.737788737E-1,-2.043470621E0,9.858428955E0
2.229450313E1,-4.833501875E-1,-2.024327993E0,9.863214493E0
2.229691511E1,-4.833501875E-1,-1.938186288E0,9.891928673E0
2.229932709E1,-4.737788737E-1,-1.928615093E0,9.868000984E0
2.230173907E1,-4.977070987E-1,-1.971685886E0,9.858428955E0
2.230415105E1,-5.072783828E-1,-2.005185366E0,9.829715729E0
2.230656297E1,-4.929214716E-1,-1.995614052E0,9.844072342E0
2.230897495E1,-4.833501875E-1,-2.005185366E0,9.844072342E0
2.231138693E1,-4.929214716E-1,-1.981257200E0,9.839286804E0
2.231379891E1,-5.120640397E-1,-1.981257200E0,9.863214493E0
2.231621089E1,-5.072783828E-1,-1.962114573E0,9.868000984E0
2.231862287E1,-5.216353536E-1,-1.962114573E0,9.868000984E0
2.232103480E1,-5.216353536E-1,-2.000399828E0,9.844072342E0
2.232344678E1,-4.689932466E-1,-2.000399828E0,9.848857880E0
2.232585875E1,-4.689932466E-1,-2.000399828E0,9.858428955E0
2.232827073E1,-4.785645306E-1,-1.966900229E0,9.872786522E0
2.233068266E1,-4.881358147E-1,-1.976471543E0,9.877572060E0
2.233309464E1,-4.977070987E-1,-1.971685886E0,9.887143135E0
2.233550662E1,-4.977070987E-1,-1.952543259E0,9.872786522E0
2.233791860E1,-4.977070987E-1,-1.957328916E0,9.882357597E0
2.234033053E1,-4.929214716E-1,-1.971685886E0,9.882357597E0
2.234274256E1,-4.977070987E-1,-1.933400750E0,9.891928673E0
2.234515448E1,-4.929214716E-1,-1.890329838E0,9.872786522E0
2.234756646E1,-4.881358147E-1,-1.914258122E0,9.848857880E0
2.234997844E1,-4.881358147E-1,-1.947757602E0,9.839286804E0
2.235239042E1,-4.881358147E-1,-1.986042738E0,9.829715729E0
2.235480240E1,-4.498506486E-1,-1.986042738E0,9.844072342E0
2.235721433E1,-4.642075896E-1,-1.952543259E0,9.868000984E0
2.235962631E1,-4.833501875E-1,-1.947757602E0,9.872786522E0
2.236203829E1,-4.546363056E-1,-1.947757602E0,9.858428955E0
2.236445027E1,-4.642075896E-1,-1.942971945E0,9.844072342E0
2.236686219E1,-4.881358147E-1,-1.875972986E0,9.848857880E0
2.236927417E1,-4.977070987E-1,-1.866401672E0,9.853643417E0
2.237168615E1,-4.881358147E-1,-1.904686809E0,9.863214493E0
2.237409813E1,-4.594219327E-1,-1.933400750E0,9.858428955E0
2.237651011E1,-4.402793646E-1,-1.957328916E0,9.848857880E0
2.237892209E1,-4.689932466E-1,-1.962114573E0,9.853643417E0
2.238133402E1,-4.737788737E-1,-1.938186288E0,9.853643417E0
2.238374599E1,-4.785645306E-1,-1.942971945E0,9.858428955E0
2.238615797E1,-4.977070987E-1,-1.923829436E0,9.868000984E0
2.238856995E1,-4.689932466E-1,-1.904686809E0,9.848857880E0
2.239098188E1,-4.689932466E-1,-1.909472466E0,9.848857880E0
2.239339386E1,-4.737788737E-1,-1.914258122E0,9.844072342E0
2.239580584E1,-4.642075896E-1,-1.923829436E0,9.848857880E0
2.239821782E1,-4.642075896E-1,-1.904686809E0,9.844072342E0
2.240062980E1,-4.689932466E-1,-1.914258122E0,9.848857880E0
2.240304172E1,-4.594219327E-1,-1.919043779E0,9.848857880E0
