"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.735883129E0,-1.057627559E0,-5.412564754E0,1.010728264E1
7.738295109E0,-1.019342422E0,-5.369493961E0,1.009771156E1
7.740707036E0,-1.024128079E0,-5.383851051E0,1.006899738E1
7.743119015E0,-1.028913736E0,-5.393422127E0,1.006899738E1
7.745530994E0,-9.954141974E-1,-5.364708424E0,1.004985523E1
7.747942973E0,-9.762716293E-1,-5.335994720E0,1.004028416E1
7.750354900E0,-9.714859724E-1,-5.340780258E0,1.000678444E1
7.752766879E0,-9.044869542E-1,-5.412564754E0,9.968499184E0
7.755178859E0,-8.662018180E-1,-5.455635548E0,9.949356079E0
7.757590786E0,-8.997012973E-1,-5.469992638E0,9.906285286E0
7.760002765E0,-9.236295223E-1,-5.446064472E0,9.877572060E0
7.762414744E0,-9.762716293E-1,-5.465207100E0,9.868000984E0
7.764826671E0,-1.033699393E0,-5.455635548E0,9.848857880E0
7.767238650E0,-1.057627559E0,-5.460421085E0,9.815358162E0
7.769650629E0,-1.086341500E0,-5.465207100E0,9.801001549E0
7.772062557E0,-1.148554921E0,-5.422136307E0,9.753145218E0
7.774474536E0,-1.186840057E0,-5.426921844E0,9.734002113E0
7.776886463E0,-1.110269666E0,-5.465207100E0,9.714859962E0
7.779298442E0,-1.009771109E0,-5.489135265E0,9.719645500E0
7.781710421E0,-9.236295223E-1,-5.527420521E0,9.700503349E0
7.784122400E0,-8.709874153E-1,-5.541777134E0,9.695717812E0
7.786534327E0,-8.757730722E-1,-5.541777134E0,9.700503349E0
7.788946307E0,-8.901300430E-1,-5.508277893E0,9.662218094E0
7.791358286E0,-9.236295223E-1,-5.498706341E0,9.657432556E0
7.793770213E0,-9.475577474E-1,-5.489135265E0,9.652647018E0
7.796182192E0,-9.523434043E-1,-5.498706341E0,9.638289452E0
7.798594119E0,-9.284151793E-1,-5.522634506E0,9.619147301E0
7.801006150E0,-9.475577474E-1,-5.522634506E0,9.600004196E0
7.803418077E0,-9.667003751E-1,-5.536991596E0,9.590433121E0
7.805830057E0,-9.379864931E-1,-5.527420521E0,9.580862045E0
7.808242036E0,-8.997012973E-1,-5.498706341E0,9.571290970E0
7.810653963E0,-9.284151793E-1,-5.465207100E0,9.571290970E0
7.813065942E0,-9.092726111E-1,-5.450850010E0,9.576076508E0
7.815477921E0,-8.805587292E-1,-5.431707382E0,9.590433121E0
7.817889848E0,-8.901300430E-1,-5.426921844E0,9.566504478E0
7.820301827E0,-9.092726111E-1,-5.426921844E0,9.561718941E0
7.822713807E0,-9.092726111E-1,-5.402993679E0,9.590433121E0
7.825125734E0,-8.949156404E-1,-5.388636589E0,9.604789734E0
7.827537713E0,-8.805587292E-1,-5.388636589E0,9.585647583E0
7.829949692E0,-8.518448472E-1,-5.379065514E0,9.590433121E0
7.832361619E0,-8.518448472E-1,-5.379065514E0,9.600004196E0
7.834773598E0,-8.518448472E-1,-5.369493961E0,9.585647583E0
7.837185577E0,-8.422735929E-1,-5.364708424E0,9.595218658E0
7.839597504E0,-8.087740541E-1,-5.364708424E0,9.595218658E0
7.842009484E0,-7.992027402E-1,-5.359922886E0,9.600004196E0
7.844421463E0,-7.896314859E-1,-5.345565796E0,9.614361763E0
7.846833390E0,-7.609176040E-1,-5.302495003E0,9.638289452E0
7.849245369E0,-7.609176040E-1,-5.316852093E0,9.647860527E0
7.851657348E0,-7.609176040E-1,-5.302495003E0,9.657432556E0
7.854069327E0,-7.513462901E-1,-5.283352375E0,9.657432556E0
7.856481254E0,-7.226324677E-1,-5.273781300E0,9.657432556E0
7.858893234E0,-7.322037220E-1,-5.268995285E0,9.657432556E0
7.861305109E0,-7.226324677E-1,-5.273781300E0,9.662218094E0
7.863717140E0,-7.130611539E-1,-5.268995285E0,9.686145782E0
7.866129119E0,-7.082754970E-1,-5.245067120E0,9.710074425E0
7.868541098E0,-6.699903607E-1,-5.249852657E0,9.705288887E0
7.870953025E0,-6.173482537E-1,-5.201996326E0,9.757930756E0
7.873365004E0,-5.886343718E-1,-5.173282623E0,9.781859398E0
7.875776984E0,-5.694918036E-1,-5.216353416E0,9.786644936E0
7.878188911E0,-5.216353536E-1,-5.273781300E0,9.801001549E0
7.880600890E0,-4.929214716E-1,-5.340780258E0,9.791430473E0
7.883012869E0,-4.785645306E-1,-5.350351334E0,9.781859398E0
7.885424796E0,-4.594219327E-1,-5.383851051E0,9.791430473E0
7.887836775E0,-4.498506486E-1,-5.383851051E0,9.801001549E0
7.890248754E0,-4.498506486E-1,-5.379065514E0,9.815358162E0
7.892660682E0,-4.354937077E-1,-5.359922886E0,9.839286804E0
7.895072661E0,-4.402793646E-1,-5.364708424E0,9.844072342E0
7.897484640E0,-4.642075896E-1,-5.407779217E0,9.834501266E0
7.899896567E0,-5.120640397E-1,-5.417350292E0,9.839286804E0
7.902308546E0,-5.407779217E-1,-5.417350292E0,9.839286804E0
7.904720525E0,-5.455635786E-1,-5.417350292E0,9.829715729E0
7.907132504E0,-5.503492355E-1,-5.455635548E0,9.820143700E0
7.909544432E0,-5.742774606E-1,-5.450850010E0,9.829715729E0
7.911956411E0,-5.790630579E-1,-5.460421085E0,9.834501266E0
7.914368338E0,-5.934200287E-1,-5.469992638E0,9.824930191E0
7.916780317E0,-5.838487148E-1,-5.513063431E0,9.815358162E0
7.919192296E0,-5.886343718E-1,-5.517848969E0,9.820143700E0
7.921604223E0,-6.269195080E-1,-5.532206059E0,9.829715729E0
7.924016202E0,-6.029912829E-1,-5.551348686E0,9.820143700E0
7.926428182E0,-5.982056856E-1,-5.560919762E0,9.815358162E0
7.928840161E0,-6.125625968E-1,-5.580062389E0,9.834501266E0
7.931252088E0,-6.317051649E-1,-5.575276852E0,9.839286804E0
7.933664067E0,-6.317051649E-1,-5.608776093E0,9.829715729E0
7.936076046E0,-6.269195080E-1,-5.575276852E0,9.844072342E0
7.938487973E0,-6.364908218E-1,-5.541777134E0,9.848857880E0
7.940899952E0,-6.604190469E-1,-5.536991596E0,9.868000984E0
7.943311932E0,-6.699903607E-1,-5.527420521E0,9.882357597E0
7.945723859E0,-6.795616150E-1,-5.522634506E0,9.891928673E0
7.948135838E0,-6.747759581E-1,-5.546562672E0,9.872786522E0
7.950547817E0,-6.699903607E-1,-5.556134224E0,9.853643417E0
7.952959744E0,-7.082754970E-1,-5.570491314E0,9.868000984E0
7.955371723E0,-7.082754970E-1,-5.546562672E0,9.853643417E0
7.957783702E0,-7.226324677E-1,-5.551348686E0,9.868000984E0
7.960195629E0,-7.369893789E-1,-5.546562672E0,9.896714211E0
7.962607609E0,-7.369893789E-1,-5.565705299E0,9.891928673E0
7.965019588E0,-7.226324677E-1,-5.580062389E0,9.901499748E0
7.967431567E0,-7.322037220E-1,-5.565705299E0,9.891928673E0
7.969843494E0,-7.561319470E-1,-5.556134224E0,9.906285286E0
7.972255473E0,-7.513462901E-1,-5.575276852E0,9.925428391E0
7.974667400E0,-7.609176040E-1,-5.603990555E0,9.949356079E0
7.977079379E0,-7.417750359E-1,-5.613562107E0,9.930213928E0
7.979491359E0,-7.417750359E-1,-5.632704735E0,9.930213928E0
7.981903338E0,-7.465606928E-1,-5.623133183E0,9.930213928E0
7.984315265E0,-7.561319470E-1,-5.608776093E0,9.939785004E0
7.986727244E0,-7.465606928E-1,-5.618347645E0,9.978070259E0
7.989139223E0,-7.561319470E-1,-5.618347645E0,9.992427826E0
7.991551150E0,-7.752745152E-1,-5.627918720E0,9.992427826E0
7.993963129E0,-7.848458290E-1,-5.627918720E0,9.968499184E0
7.996375109E0,-7.896314859E-1,-5.637490273E0,9.968499184E0
7.998787036E0,-7.800601721E-1,-5.623133183E0,9.978070259E0
8.001199015E0,-7.752745152E-1,-5.599205017E0,9.992427826E0
8.003610994E0,-7.896314859E-1,-5.580062389E0,1.000199890E1
8.006022921E0,-8.039883971E-1,-5.546562672E0,9.997213364E0
8.008434900E0,-8.135597110E-1,-5.522634506E0,1.000199890E1
8.010846879E0,-8.135597110E-1,-5.493920803E0,1.000678444E1
8.013258807E0,-8.183453679E-1,-5.479563713E0,1.000678444E1
8.015670786E0,-8.231309652E-1,-5.455635548E0,1.001635551E1
8.018082765E0,-8.374879360E-1,-5.436492920E0,1.000199890E1
8.020494692E0,-8.183453679E-1,-5.441278458E0,9.987641335E0
8.022906671E0,-7.896314859E-1,-5.441278458E0,9.982855797E0
8.025318650E0,-7.704889178E-1,-5.450850010E0,9.968499184E0
8.027730629E0,-7.896314859E-1,-5.446064472E0,9.963713646E0
8.030142557E0,-7.752745152E-1,-5.479563713E0,9.949356079E0
8.032554536E0,-7.704889178E-1,-5.479563713E0,9.930213928E0
8.034966515E0,-7.561319470E-1,-5.503491879E0,9.925428391E0
8.037378442E0,-7.274180651E-1,-5.513063431E0,9.915857315E0
8.039790421E0,-7.130611539E-1,-5.517848969E0,9.901499748E0
8.042202400E0,-6.987041831E-1,-5.541777134E0,9.901499748E0
8.044614327E0,-7.130611539E-1,-5.541777134E0,9.887143135E0
8.047026307E0,-6.843472719E-1,-5.546562672E0,9.915857315E0
8.049438286E0,-6.939185858E-1,-5.536991596E0,9.906285286E0
8.051850213E0,-7.130611539E-1,-5.541777134E0,9.877572060E0
8.054262192E0,-7.226324677E-1,-5.536991596E0,9.872786522E0
8.056674171E0,-7.034898400E-1,-5.541777134E0,9.872786522E0
8.059086046E0,-7.034898400E-1,-5.536991596E0,9.863214493E0
8.061498077E0,-7.130611539E-1,-5.527420521E0,9.858428955E0
8.063910057E0,-7.082754970E-1,-5.503491879E0,9.887143135E0
8.066321984E0,-6.699903607E-1,-5.493920803E0,9.868000984E0
8.068733963E0,-6.795616150E-1,-5.517848969E0,9.858428955E0
8.071145942E0,-6.843472719E-1,-5.570491314E0,9.824930191E0
8.073557921E0,-6.891329288E-1,-5.560919762E0,9.820143700E0
8.075969848E0,-6.747759581E-1,-5.536991596E0,9.820143700E0
8.078381827E0,-7.034898400E-1,-5.489135265E0,9.824930191E0
8.080793807E0,-7.034898400E-1,-5.493920803E0,9.805787086E0
8.083205734E0,-7.034898400E-1,-5.493920803E0,9.796216011E0
8.085617713E0,-6.939185858E-1,-5.503491879E0,9.796216011E0
8.088029692E0,-6.891329288E-1,-5.484349728E0,9.777072906E0
8.090441619E0,-7.178468108E-1,-5.474778175E0,9.786644936E0
8.092853598E0,-7.417750359E-1,-5.422136307E0,9.801001549E0
8.095265577E0,-7.657032609E-1,-5.398207664E0,9.786644936E0
8.097677504E0,-7.848458290E-1,-5.379065514E0,9.786644936E0
8.100089484E0,-7.944171429E-1,-5.374279499E0,9.781859398E0
8.102501463E0,-7.848458290E-1,-5.393422127E0,9.753145218E0
8.104913390E0,-8.039883971E-1,-5.436492920E0,9.724431038E0
8.107325369E0,-8.183453679E-1,-5.441278458E0,9.710074425E0
8.109737348E0,-7.944171429E-1,-5.469992638E0,9.705288887E0
8.112149275E0,-7.561319470E-1,-5.498706341E0,9.690931320E0
8.114561254E0,-7.704889178E-1,-5.536991596E0,9.686145782E0
8.116973234E0,-7.800601721E-1,-5.551348686E0,9.667003632E0
8.119385161E0,-7.513462901E-1,-5.546562672E0,9.671789169E0
8.121797140E0,-7.322037220E-1,-5.541777134E0,9.690931320E0
8.124209119E0,-7.609176040E-1,-5.517848969E0,9.686145782E0
8.126621098E0,-7.944171429E-1,-5.560919762E0,9.676574707E0
8.129033025E0,-7.752745152E-1,-5.575276852E0,9.662218094E0
8.131445004E0,-7.800601721E-1,-5.599205017E0,9.657432556E0
8.133856932E0,-7.992027402E-1,-5.651846886E0,9.652647018E0
8.136268911E0,-8.231309652E-1,-5.623133183E0,9.633503914E0
8.138680890E0,-8.279166222E-1,-5.599205017E0,9.643074989E0
8.141092869E0,-8.231309652E-1,-5.613562107E0,9.633503914E0
8.143504796E0,-8.327022791E-1,-5.584847927E0,9.628718376E0
8.145916775E0,-8.614161611E-1,-5.603990555E0,9.619147301E0
8.148328754E0,-8.757730722E-1,-5.603990555E0,9.619147301E0
8.150740682E0,-8.566305041E-1,-5.565705299E0,9.638289452E0
8.153152661E0,-8.327022791E-1,-5.522634506E0,9.643074989E0
8.155564640E0,-8.422735929E-1,-5.527420521E0,9.657432556E0
8.157976567E0,-8.614161611E-1,-5.508277893E0,9.657432556E0
8.160388546E0,-8.997012973E-1,-5.517848969E0,9.657432556E0
8.162800525E0,-9.044869542E-1,-5.508277893E0,9.671789169E0
8.165212452E0,-8.566305041E-1,-5.484349728E0,9.700503349E0
8.167624432E0,-8.614161611E-1,-5.489135265E0,9.705288887E0
8.170036411E0,-8.518448472E-1,-5.455635548E0,9.714859962E0
8.172448390E0,-8.470591903E-1,-5.436492920E0,9.743574142E0
8.174860317E0,-8.279166222E-1,-5.412564754E0,9.748359680E0
8.177272296E0,-7.704889178E-1,-5.407779217E0,9.772287369E0
8.179684275E0,-7.513462901E-1,-5.374279499E0,9.791430473E0
8.182096202E0,-7.322037220E-1,-5.388636589E0,9.805787086E0
8.184508182E0,-7.226324677E-1,-5.398207664E0,9.815358162E0
8.186920161E0,-7.609176040E-1,-5.393422127E0,9.805787086E0
8.189332088E0,-7.609176040E-1,-5.402993679E0,9.810572624E0
8.191744067E0,-7.657032609E-1,-5.407779217E0,9.786644936E0
8.194156046E0,-7.752745152E-1,-5.379065514E0,9.820143700E0
8.196567973E0,-7.465606928E-1,-5.398207664E0,9.829715729E0
8.198979952E0,-7.704889178E-1,-5.412564754E0,9.820143700E0
8.201391932E0,-7.657032609E-1,-5.402993679E0,9.810572624E0
8.203803859E0,-7.704889178E-1,-5.388636589E0,9.824930191E0
8.206215838E0,-7.704889178E-1,-5.283352375E0,9.834501266E0
8.208627817E0,-7.609176040E-1,-5.245067120E0,9.872786522E0
8.211039744E0,-7.609176040E-1,-5.163711071E0,9.882357597E0
8.213451723E0,-7.082754970E-1,-5.115854740E0,9.896714211E0
8.215863702E0,-7.274180651E-1,-5.154139996E0,9.891928673E0
8.218275629E0,-6.987041831E-1,-5.235496044E0,9.858428955E0
8.220687609E0,-6.747759581E-1,-5.312066078E0,9.858428955E0
8.223099588E0,-6.460621357E-1,-5.345565796E0,9.820143700E0
8.225511515E0,-6.269195080E-1,-5.321637630E0,9.810572624E0
8.227923494E0,-6.269195080E-1,-5.335994720E0,9.810572624E0
8.230335473E0,-6.173482537E-1,-5.302495003E0,9.824930191E0
8.232747452E0,-6.173482537E-1,-5.312066078E0,9.829715729E0
8.235159379E0,-6.221339107E-1,-5.292923450E0,9.815358162E0
8.237571359E0,-6.317051649E-1,-5.331208706E0,9.824930191E0
8.239983338E0,-6.556333899E-1,-5.364708424E0,9.805787086E0
8.242395265E0,-6.699903607E-1,-5.417350292E0,9.781859398E0
8.244807244E0,-6.747759581E-1,-5.460421085E0,9.762716293E0
8.247219223E0,-6.556333899E-1,-5.484349728E0,9.767501831E0
8.249631150E0,-6.795616150E-1,-5.489135265E0,9.777072906E0
8.252043129E0,-6.556333899E-1,-5.489135265E0,9.781859398E0
8.254455109E0,-6.843472719E-1,-5.536991596E0,9.796216011E0
8.256867036E0,-6.891329288E-1,-5.556134224E0,9.805787086E0
8.259279015E0,-7.130611539E-1,-5.560919762E0,9.781859398E0
8.261690994E0,-7.034898400E-1,-5.589633465E0,9.791430473E0
8.264102973E0,-6.939185858E-1,-5.637490273E0,9.777072906E0
8.266514900E0,-7.130611539E-1,-5.699703693E0,9.757930756E0
8.268926879E0,-7.369893789E-1,-5.785845280E0,9.734002113E0
8.271338807E0,-7.465606928E-1,-5.852844238E0,9.719645500E0
8.273750786E0,-7.369893789E-1,-5.905486107E0,9.734002113E0
8.276162765E0,-7.226324677E-1,-5.876772404E0,9.767501831E0
8.278574692E0,-7.322037220E-1,-5.761917114E0,9.824930191E0
8.280986671E0,-7.465606928E-1,-5.632704735E0,9.887143135E0
8.283398650E0,-7.561319470E-1,-5.589633465E0,9.944570541E0
8.285810577E0,-7.800601721E-1,-5.589633465E0,9.963713646E0
8.288222557E0,-7.848458290E-1,-5.584847927E0,9.954142570E0
8.290634536E0,-8.135597110E-1,-5.546562672E0,9.954142570E0
8.293046515E0,-8.279166222E-1,-5.556134224E0,9.954142570E0
8.295458442E0,-8.279166222E-1,-5.580062389E0,1.000678444E1
8.297870421E0,-8.327022791E-1,-5.580062389E0,9.997213364E0
8.300282400E0,-8.327022791E-1,-5.584847927E0,1.002114105E1
8.302694327E0,-8.422735929E-1,-5.589633465E0,1.000199890E1
8.305106307E0,-8.614161611E-1,-5.580062389E0,1.001156998E1
8.307518286E0,-8.901300430E-1,-5.546562672E0,1.000678444E1
8.309930213E0,-9.044869542E-1,-5.546562672E0,1.002592659E1
8.312342192E0,-8.949156404E-1,-5.522634506E0,1.002592659E1
8.314754171E0,-9.140582681E-1,-5.493920803E0,1.003549862E1
8.317166098E0,-9.332008362E-1,-5.455635548E0,1.003549862E1
8.319578077E0,-9.571290612E-1,-5.426921844E0,1.003071213E1
8.321990057E0,-9.667003751E-1,-5.426921844E0,1.004985523E1
8.324401984E0,-9.523434043E-1,-5.417350292E0,1.005942631E1
8.326813963E0,-9.475577474E-1,-5.379065514E0,1.006421185E1
8.329225942E0,-9.523434043E-1,-5.350351334E0,1.005942631E1
8.331637869E0,-9.523434043E-1,-5.340780258E0,1.003071213E1
8.334049848E0,-9.571290612E-1,-5.302495003E0,1.004985523E1
8.336461827E0,-9.810572863E-1,-5.288137913E0,1.004028416E1
8.338873807E0,-9.619147182E-1,-5.259424210E0,1.002592659E1
8.341285734E0,-9.619147182E-1,-5.254638672E0,9.997213364E0
8.343697713E0,-9.619147182E-1,-5.245067120E0,1.000678444E1
8.346109640E0,-9.523434043E-1,-5.230710506E0,9.997213364E0
8.348521619E0,-9.284151793E-1,-5.230710506E0,1.000199890E1
8.350933598E0,-8.997012973E-1,-5.230710506E0,9.973284721E0
8.353345525E0,-8.901300430E-1,-5.235496044E0,9.939785004E0
8.355757504E0,-9.044869542E-1,-5.254638672E0,9.896714211E0
8.358169484E0,-9.236295223E-1,-5.288137913E0,9.868000984E0
8.360581463E0,-9.762716293E-1,-5.292923450E0,9.844072342E0
8.362993390E0,-9.810572863E-1,-5.273781300E0,9.848857880E0
8.365405369E0,-1.004985452E0,-5.273781300E0,9.848857880E0
8.367817348E0,-1.028913736E0,-5.245067120E0,9.834501266E0
8.370229327E0,-9.906286001E-1,-5.221138954E0,9.824930191E0
8.372641254E0,-9.379864931E-1,-5.249852657E0,9.820143700E0
8.375053234E0,-8.901300430E-1,-5.254638672E0,9.824930191E0
8.377465161E0,-8.566305041E-1,-5.292923450E0,9.805787086E0
8.379877140E0,-8.422735929E-1,-5.326423168E0,9.791430473E0
8.382289119E0,-8.518448472E-1,-5.359922886E0,9.767501831E0
8.384701098E0,-8.566305041E-1,-5.374279499E0,9.777072906E0
8.387113025E0,-8.709874153E-1,-5.398207664E0,9.762716293E0
8.389525004E0,-8.614161611E-1,-5.426921844E0,9.729216576E0
8.391936984E0,-8.853443861E-1,-5.450850010E0,9.710074425E0
8.394348911E0,-8.949156404E-1,-5.436492920E0,9.710074425E0
8.396760890E0,-9.284151793E-1,-5.479563713E0,9.705288887E0
8.399172869E0,-9.475577474E-1,-5.503491879E0,9.695717812E0
8.401584796E0,-9.284151793E-1,-5.536991596E0,9.671789169E0
8.403996775E0,-9.284151793E-1,-5.551348686E0,9.652647018E0
8.406408754E0,-9.475577474E-1,-5.570491314E0,9.633503914E0
8.408820682E0,-9.475577474E-1,-5.613562107E0,9.628718376E0
8.411232661E0,-9.427721500E-1,-5.599205017E0,9.623932838E0
8.413644640E0,-9.188438654E-1,-5.570491314E0,9.623932838E0
8.416056619E0,-9.140582681E-1,-5.546562672E0,9.623932838E0
8.418468546E0,-9.188438654E-1,-5.498706341E0,9.623932838E0
8.420880525E0,-9.475577474E-1,-5.426921844E0,9.690931320E0
8.423292452E0,-9.475577474E-1,-5.340780258E0,9.710074425E0
8.425704432E0,-9.619147182E-1,-5.331208706E0,9.705288887E0
8.428116411E0,-9.523434043E-1,-5.321637630E0,9.700503349E0
8.430528338E0,-9.475577474E-1,-5.278566837E0,9.705288887E0
8.432940317E0,-9.571290612E-1,-5.254638672E0,9.724431038E0
8.435352296E0,-9.188438654E-1,-5.230710506E0,9.724431038E0
8.437764275E0,-9.188438654E-1,-5.206781864E0,9.738788605E0
8.440176202E0,-9.284151793E-1,-5.187639713E0,9.738788605E0
8.442588182E0,-9.092726111E-1,-5.139782906E0,9.748359680E0
8.445000109E0,-8.853443861E-1,-5.115854740E0,9.738788605E0
8.447412088E0,-8.709874153E-1,-5.048855782E0,9.781859398E0
8.449824067E0,-8.805587292E-1,-4.996213913E0,9.815358162E0
8.452236046E0,-9.044869542E-1,-4.924428940E0,9.839286804E0
8.454647973E0,-8.997012973E-1,-4.828716278E0,9.858428955E0
8.457059952E0,-8.709874153E-1,-4.828716278E0,9.844072342E0
8.459471932E0,-8.327022791E-1,-4.862215519E0,9.815358162E0
8.461883859E0,-7.944171429E-1,-4.905286312E0,9.820143700E0
8.464295838E0,-7.417750359E-1,-4.953142643E0,9.815358162E0
8.466707817E0,-6.891329288E-1,-5.024927616E0,9.820143700E0
8.469119744E0,-7.082754970E-1,-5.082355499E0,9.786644936E0
8.471531723E0,-6.987041831E-1,-5.120640278E0,9.781859398E0
8.473943702E0,-6.747759581E-1,-5.106283665E0,9.757930756E0
8.476355682E0,-6.699903607E-1,-5.082355499E0,9.762716293E0
8.478767609E0,-6.891329288E-1,-5.058426857E0,9.772287369E0
8.481179588E0,-7.130611539E-1,-5.120640278E0,9.767501831E0
8.483591567E0,-7.322037220E-1,-5.158925533E0,9.729216576E0
8.486003494E0,-7.130611539E-1,-5.192425251E0,9.700503349E0
8.488415473E0,-6.843472719E-1,-5.201996326E0,9.700503349E0
8.490827452E0,-6.699903607E-1,-5.225924492E0,9.714859962E0
8.493239379E0,-6.699903607E-1,-5.182853699E0,9.734002113E0
8.495651359E0,-6.652047038E-1,-5.192425251E0,9.753145218E0
8.498063338E0,-6.652047038E-1,-5.187639713E0,9.729216576E0
8.500475265E0,-6.699903607E-1,-5.192425251E0,9.743574142E0
8.502887244E0,-6.652047038E-1,-5.178068161E0,9.757930756E0
8.505299171E0,-6.891329288E-1,-5.187639713E0,9.748359680E0
8.507711150E0,-7.034898400E-1,-5.206781864E0,9.748359680E0
8.510123129E0,-6.891329288E-1,-5.225924492E0,9.743574142E0
8.512535109E0,-6.795616150E-1,-5.235496044E0,9.757930756E0
8.514947036E0,-7.034898400E-1,-5.230710506E0,9.762716293E0
8.517359015E0,-7.130611539E-1,-5.235496044E0,9.777072906E0
8.519770994E0,-7.226324677E-1,-5.245067120E0,9.762716293E0
8.522182921E0,-7.226324677E-1,-5.273781300E0,9.757930756E0
8.524594900E0,-7.178468108E-1,-5.316852093E0,9.743574142E0
8.527006879E0,-6.891329288E-1,-5.345565796E0,9.757930756E0
8.529418807E0,-7.034898400E-1,-5.326423168E0,9.767501831E0
8.531830786E0,-6.747759581E-1,-5.345565796E0,9.772287369E0
8.534242765E0,-6.652047038E-1,-5.364708424E0,9.772287369E0
8.536654744E0,-6.939185858E-1,-5.407779217E0,9.762716293E0
8.539066671E0,-6.939185858E-1,-5.422136307E0,9.767501831E0
8.541478650E0,-7.130611539E-1,-5.407779217E0,9.767501831E0
8.543890629E0,-6.987041831E-1,-5.402993679E0,9.781859398E0
8.546302557E0,-6.891329288E-1,-5.422136307E0,9.777072906E0
8.548714536E0,-6.652047038E-1,-5.441278458E0,9.786644936E0
8.551126515E0,-7.082754970E-1,-5.407779217E0,9.820143700E0
8.553538442E0,-7.322037220E-1,-5.345565796E0,9.848857880E0
8.555950421E0,-7.465606928E-1,-5.254638672E0,9.877572060E0
8.558362400E0,-7.465606928E-1,-5.216353416E0,9.891928673E0
8.560774327E0,-7.226324677E-1,-5.268995285E0,9.887143135E0
8.563186307E0,-7.369893789E-1,-5.302495003E0,9.868000984E0
8.565598286E0,-7.609176040E-1,-5.292923450E0,9.882357597E0
8.568010213E0,-7.417750359E-1,-5.340780258E0,9.877572060E0
8.570422192E0,-7.369893789E-1,-5.335994720E0,9.863214493E0
8.572834171E0,-7.609176040E-1,-5.283352375E0,9.887143135E0
8.575246098E0,-7.274180651E-1,-5.259424210E0,9.877572060E0
8.577658077E0,-7.417750359E-1,-5.283352375E0,9.887143135E0
8.580070057E0,-7.465606928E-1,-5.264209747E0,9.891928673E0
8.582482036E0,-7.417750359E-1,-5.268995285E0,9.901499748E0
8.584893963E0,-7.322037220E-1,-5.221138954E0,9.911071777E0
8.587305942E0,-7.034898400E-1,-5.163711071E0,9.930213928E0
8.589717921E0,-6.795616150E-1,-5.178068161E0,9.939785004E0
8.592129796E0,-6.891329288E-1,-5.211567879E0,9.906285286E0
8.594541827E0,-6.795616150E-1,-5.230710506E0,9.906285286E0
8.596953807E0,-6.604190469E-1,-5.230710506E0,9.925428391E0
8.599365734E0,-6.843472719E-1,-5.221138954E0,9.939785004E0
8.601777713E0,-6.795616150E-1,-5.178068161E0,9.958928108E0
8.604189692E0,-6.652047038E-1,-5.144568920E0,9.982855797E0
8.606601619E0,-6.604190469E-1,-5.144568920E0,9.968499184E0
8.609013598E0,-6.269195080E-1,-5.130211830E0,9.963713646E0
8.611425577E0,-6.364908218E-1,-5.096712112E0,9.982855797E0
8.613837504E0,-6.125625968E-1,-5.072783947E0,9.992427826E0
8.616249484E0,-5.934200287E-1,-5.106283665E0,9.987641335E0
8.618661463E0,-6.029912829E-1,-5.149354458E0,9.963713646E0
8.621073442E0,-5.838487148E-1,-5.178068161E0,9.958928108E0
8.623485369E0,-5.742774606E-1,-5.173282623E0,9.944570541E0
8.625897348E0,-5.886343718E-1,-5.182853699E0,9.963713646E0
8.628309275E0,-5.694918036E-1,-5.230710506E0,9.958928108E0
8.630721254E0,-5.647061467E-1,-5.259424210E0,9.930213928E0
8.633133234E0,-6.125625968E-1,-5.273781300E0,9.911071777E0
8.635545213E0,-6.604190469E-1,-5.292923450E0,9.887143135E0
8.637957140E0,-6.269195080E-1,-5.273781300E0,9.906285286E0
8.640369119E0,-6.125625968E-1,-5.283352375E0,9.915857315E0
8.642781098E0,-6.077769399E-1,-5.302495003E0,9.920642853E0
8.645193025E0,-6.412764788E-1,-5.321637630E0,9.887143135E0
8.647605004E0,-6.795616150E-1,-5.326423168E0,9.872786522E0
8.650016984E0,-6.891329288E-1,-5.321637630E0,9.877572060E0
8.652428859E0,-7.034898400E-1,-5.335994720E0,9.863214493E0
8.654840890E0,-7.178468108E-1,-5.379065514E0,9.844072342E0
8.657252869E0,-7.513462901E-1,-5.374279499E0,9.829715729E0
8.659664796E0,-7.513462901E-1,-5.383851051E0,9.824930191E0
8.662076775E0,-7.609176040E-1,-5.407779217E0,9.820143700E0
8.664488754E0,-7.752745152E-1,-5.417350292E0,9.796216011E0
8.666900682E0,-8.039883971E-1,-5.402993679E0,9.777072906E0
8.669312661E0,-8.231309652E-1,-5.383851051E0,9.772287369E0
8.671724640E0,-8.374879360E-1,-5.412564754E0,9.772287369E0
8.674136619E0,-8.566305041E-1,-5.441278458E0,9.767501831E0
8.676548546E0,-8.566305041E-1,-5.441278458E0,9.777072906E0
8.678960525E0,-8.805587292E-1,-5.431707382E0,9.777072906E0
8.681372504E0,-8.853443861E-1,-5.412564754E0,9.786644936E0
8.683784432E0,-8.566305041E-1,-5.355136871E0,9.772287369E0
8.686196411E0,-8.518448472E-1,-5.350351334E0,9.781859398E0
8.688608390E0,-8.231309652E-1,-5.350351334E0,9.810572624E0
8.691020317E0,-7.992027402E-1,-5.302495003E0,9.815358162E0
8.693432296E0,-7.944171429E-1,-5.292923450E0,9.829715729E0
